,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,period
1822,600673,东阳光科,0.21,377.27,,13.18,,52306.58,377.76,,03-27,2017_4
1823,000402,金融街,1.01,7.45,,10.56,,300641.23,7.2,10派3,03-27,2017_4
1824,002294,信立泰,1.39,4.51,,25.94,,145188.73,3.97,10派8,03-27,2017_4
1825,600460,士兰微,0.14,75.0,,6.65,,16948.66,76.75,10派0.4,03-27,2017_4
1826,000898,鞍钢股份,0.78,247.53,6.91,11.81,,560500.0,246.84,10派2.32,03-27,2017_4
1827,300103,达刚路机,0.2,83.26,,4.98,,4333.17,83.27,10转5,03-27,2017_4
1828,300655,晶瑞股份,0.46,-10.64,,9.63,,3617.65,6.72,,03-27,2017_4
1829,603876,鼎胜新材,0.75,-17.58,6.43,12.24,-0.16,27280.53,-18.3,,03-27,2017_4
1830,600623,华谊集团,0.29,45.0,,3.76,,61912.84,48.01,10派1,03-27,2017_4
1831,600748,上实发展,0.47,46.88,,9.17,,87233.71,47.39,10派0.48,03-27,2017_4
1832,002136,安纳达,0.76,285.23,,27.98,,16376.92,285.24,10派1,03-27,2017_4
1833,002228,合兴包装,0.15,50.0,,8.93,,15390.37,49.51,10派0.5,03-27,2017_4
1834,603916,苏博特,0.57,-1.72,,10.87,,13378.89,0.64,,03-27,2017_4
1835,600270,外运发展,1.49,35.95,,17.16,,135296.88,35.94,10派6,03-27,2017_4
1836,600206,有研新材,0.05,-16.67,,1.54,,4356.15,-9.05,,03-26,2017_4
1837,600877,ST嘉陵,0.44,-197.99,,170.19,,30155.12,-197.97,,03-26,2017_4
1838,000756,新华制药,0.45,66.67,,9.7,,20959.19,71.42,10派0.5转3,03-26,2017_4
1839,603773,沃格光电,2.93,176.42,10.34,32.99,3.13,20774.64,178.0,,03-26,2017_4
1840,002768,国恩股份,0.85,54.55,,22.23,,20306.43,55.11,,03-26,2017_4
1841,300701,森霸传感,0.92,17.95,,25.3,,6005.22,28.2,,03-26,2017_4
1842,300381,溢多利,0.2,-33.19,,4.19,,8042.43,-29.18,10派0.4,03-26,2017_4
1843,002547,春兴精工,-0.32,-300.0,,-12.85,,-35914.06,-319.72,,03-26,2017_4
1844,603179,新泉股份,1.65,73.68,,22.52,,25016.53,120.07,,03-26,2017_4
1845,002703,浙江世宝,0.04,-79.4,,2.21,,3265.61,-48.56,,03-26,2017_4
1846,600801,华新水泥,1.39,363.33,,18.98,,207764.06,359.72,10派2.8,03-26,2017_4
1847,601608,中信重工,0.01,-102.7,,0.44,,3132.2,-101.98,10派0.062,03-26,2017_4
1848,600377,宁沪高速,0.71,7.23,,16.06,,358786.19,7.23,10派4.4,03-26,2017_4
1849,600888,新疆众和,0.14,136.05,,3.65,,12060.13,206.97,10派0.5,03-26,2017_4
1850,600028,中国石化,0.42,10.18,6.01,7.14,1.58,5111900.0,10.13,10派4,03-26,2017_4
1851,600012,皖通高速,0.66,16.94,,12.12,,109134.31,16.94,10派2.3,03-26,2017_4
1852,600192,长城电工,0.04,-25.74,,0.85,,1658.31,-25.69,10派0.06,03-26,2017_4
1853,300173,智慧松德,0.11,-15.38,,4.04,,6718.4,-9.7,10派0.3,03-26,2017_4
1854,603939,益丰药房,0.86,30.32,,10.23,,31350.36,40.03,,03-26,2017_4
1855,300237,美晨生态,0.76,38.18,,20.85,,60948.47,36.46,10派0.8,03-26,2017_4
1856,603039,泛微网络,1.33,2.31,,16.44,,8697.06,33.35,,03-26,2017_4
1857,000628,高新发展,0.08,-17.02,,3.29,,2439.72,-16.92,,03-24,2017_4
1858,300038,梅泰诺,1.51,165.28,,7.4,,48726.84,350.74,10派1.5转18,03-24,2017_4
1859,000951,中国重汽,1.34,116.13,,17.14,,89758.07,114.64,10派6.8,03-24,2017_4
1860,002466,天齐锂业,1.94,25.97,,35.71,,214503.88,41.86,,03-24,2017_4
1861,601158,重庆水务,0.43,95.45,,15.09,,206691.88,93.51,10派3,03-24,2017_4
1862,600009,上海机场,1.91,30.82,,15.53,,368340.85,31.29,10派5.8,03-24,2017_4
1863,000905,厦门港务,0.2,-48.72,,4.13,,10865.62,-47.41,10派0.2,03-24,2017_4
1864,300256,星星科技,0.1,-55.93,,1.95,,6661.28,-54.39,,03-24,2017_4
1865,000576,广东甘化,-0.64,-378.26,,-24.27,,-28305.14,-376.4,,03-24,2017_4
1866,600319,亚星化学,0.08,0.0,,128.84,,2661.46,-0.62,,03-24,2017_4
1867,002839,张家港行,0.43,2.38,,9.43,,76310.23,10.68,10派1,03-24,2017_4
1868,601099,太平洋,0.02,-83.0,,0.99,,11627.88,-82.59,10派0.1,03-24,2017_4
1869,002865,钧达股份,0.61,-1.61,,9.09,,6744.26,20.97,,03-24,2017_4
1870,603716,塞力斯,1.32,-22.81,,10.57,,9384.74,36.17,,03-24,2017_4
1871,600531,豫光金铅,0.27,35.0,,9.28,,29118.54,65.05,10派0.81,03-24,2017_4
1872,601969,海南矿业,0.02,-113.33,,0.94,,4553.84,-115.93,,03-24,2017_4
1873,000400,许继电气,0.61,-29.36,,8.4,,61377.73,-29.36,10派0.2,03-24,2017_4
1874,000666,经纬纺机,1.7,120.78,,16.59,,120020.51,120.4,10派2.1,03-24,2017_4
1875,600588,用友网络,0.27,92.86,3.99,6.71,0.99,38908.09,97.11,10派1.5转3,03-24,2017_4
1876,601899,紫金矿业,0.16,77.78,,11.1,,350771.76,90.66,10派0.9,03-24,2017_4
1877,000973,佛塑科技,0.11,-15.38,,4.87,,10568.33,-15.89,10派0.3,03-24,2017_4
1878,002028,思源电气,0.33,-33.06,,5.82,,24919.12,-29.09,10派1,03-24,2017_4
1879,603508,思维列控,0.82,-29.91,,5.26,,13110.08,-29.86,10派3.125,03-24,2017_4
1880,600975,新五丰,0.07,-76.67,,3.7,,4491.2,-77.16,10派1,03-24,2017_4
1881,600602,云赛智联,0.21,15.64,,7.59,,27749.16,16.73,10派0.61,03-24,2017_4
1882,600714,金瑞矿业,0.04,-80.0,,2.05,,1221.59,-78.8,,03-24,2017_4
1883,600268,国电南自,0.06,20.0,,1.97,,3743.38,18.79,10派0.3,03-24,2017_4
1884,300270,中威电子,0.17,6.25,,6.97,,4554.2,4.56,,03-24,2017_4
1885,002232,启明信息,0.13,16.35,,5.03,,5317.93,16.32,10派0.5,03-24,2017_4
1886,002772,众兴菌业,0.39,-20.44,,6.02,,14227.31,-10.24,,03-24,2017_4
1887,600462,九有股份,0.02,26.98,,2.9,,855.44,26.96,,03-24,2017_4
1888,002882,金龙羽,0.49,44.47,,17.76,,19022.36,61.22,,03-24,2017_4
1889,600007,中国国贸,0.63,-7.35,,10.16,,63480.67,-7.51,10派3.2,03-24,2017_4
1890,002372,伟星新材,0.83,-5.68,,28.19,,82128.57,22.45,10派6转3,03-24,2017_4
1891,600548,深高速,0.65,22.01,,10.88,,142640.28,21.98,10派3,03-24,2017_4
1892,000513,丽珠集团,8.09,308.59,,51.17,,442868.46,464.63,10派20转3,03-24,2017_4
1893,601088,中国神华,2.26,98.25,15.16,14.67,4.78,4503700.0,98.3,10派9.1,03-24,2017_4
1894,600036,招商银行,2.78,13.01,17.69,16.54,-0.22,7015000.0,13.0,10派8.4,03-24,2017_4
1895,600836,界龙实业,0.05,-388.24,,3.68,,3228.21,-393.92,10派0.15,03-24,2017_4
1896,601607,上海医药,1.31,10.15,,10.73,,352064.56,10.14,10派3.8,03-24,2017_4
1897,000918,嘉凯城,1.1,400.0,,48.82,,198774.96,398.39,,03-24,2017_4
1898,000971,高升控股,0.31,24.0,,4.35,,15636.04,40.81,10转10,03-24,2017_4
1899,600398,海澜之家,0.74,5.71,,32.51,,332887.42,6.6,10派4.8,03-24,2017_4
1900,601633,长城汽车,0.55,-52.42,,10.48,,502729.8,-52.35,10派1.7,03-24,2017_4
1901,600971,恒源煤电,1.1,2650.0,,17.56,,110474.91,3030.79,10派3.6,03-24,2017_4
1902,002862,实丰文化,0.59,-11.94,,9.59,,4339.88,8.29,,03-24,2017_4
1903,600233,圆通速递,0.51,-10.35,,16.56,,144269.33,5.16,10派1.1,03-24,2017_4
1904,600266,北京城建,0.93,1.09,,7.48,,145610.78,0.87,10派2.8,03-24,2017_4
1905,002202,金风科技,0.84,-22.61,,15.04,,305465.69,1.72,10派2,03-24,2017_4
1906,600859,王府井,1.17,31.54,,9.33,,90981.83,58.27,10派3.6,03-24,2017_4
1907,002229,鸿博股份,0.02,-47.68,,0.65,,1076.02,-15.14,10派0.6,03-24,2017_4
1908,603777,来伊份,0.42,-39.13,,5.38,,10136.99,-24.42,,03-24,2017_4
1909,600717,天津港,0.49,-34.67,,4.78,,82387.65,-34.8,10派1.48,03-24,2017_4
1910,000550,江铃汽车,0.8,-47.71,,5.51,,69093.82,-47.58,10派3.2,03-24,2017_4
1911,600841,上柴股份,0.14,27.27,,3.42,,12229.05,24.97,10派0.43,03-24,2017_4
1912,000776,广发证券,1.13,7.62,,10.55,,859539.91,7.04,10派4,03-24,2017_4
1913,601231,环旭电子,0.6,62.16,,16.34,,131389.04,63.1,,03-24,2017_4
1914,600723,首商股份,0.54,20.49,,9.87,,35622.44,20.42,10派1.8,03-24,2017_4
1915,600819,耀皮玻璃,0.05,-79.17,,1.59,,4794.75,-78.76,10派0.16,03-24,2017_4
1916,600826,兰生股份,0.69,-65.5,,7.9,,28819.25,-65.71,10派2.1,03-24,2017_4
1917,600970,中材国际,0.56,93.1,,13.47,,97692.45,91.04,10派1.68,03-24,2017_4
1918,002357,富临运业,0.33,8.79,,9.79,,10319.42,8.79,,03-24,2017_4
1919,600265,ST景谷,-0.24,-192.31,,,,-3095.97,-191.84,,03-24,2017_4
1920,000971,高升控股,0.31,24.0,,4.35,,15636.04,40.81,10转10,03-24,2017_4
1921,600836,界龙实业,0.05,-388.24,,3.68,,3228.21,-393.92,10派0.15,03-24,2017_4
1922,601633,长城汽车,0.55,-52.42,,10.48,,502729.8,-52.35,10派1.7,03-24,2017_4
1923,600398,海澜之家,0.74,5.71,,32.51,,332887.42,6.6,10派4.8,03-24,2017_4
1924,002862,实丰文化,0.59,-11.94,,9.59,,4339.88,8.29,,03-24,2017_4
1925,600233,圆通速递,0.51,-10.35,,16.56,,144269.33,5.16,10派1.1,03-24,2017_4
1926,600266,北京城建,0.93,1.09,,7.48,,145610.78,0.87,10派2.8,03-24,2017_4
1927,600971,恒源煤电,1.1,2650.0,,17.56,,110474.91,3030.79,10派3.6,03-24,2017_4
1928,601628,中国人寿,1.13,71.21,11.35,10.49,7.11,3225300.0,68.63,10派4,03-23,2017_4
1929,300024,机器人,0.28,5.24,,7.48,,43237.79,5.26,10派0.5,03-23,2017_4
1930,600873,梅花生物,0.38,11.76,,13.14,,117360.68,12.66,10派3.3,03-23,2017_4
1931,601600,中国铝业,0.09,350.0,,3.55,,137843.5,242.47,,03-23,2017_4
1932,000401,冀东水泥,0.08,110.26,,1.1,,11038.33,108.72,,03-23,2017_4
1933,000659,*ST中富,0.07,-115.56,,17.78,,9396.96,-116.39,,03-23,2017_4
1934,603859,能科股份,0.34,-28.76,,5.82,,3814.82,-10.0,,03-23,2017_4
1935,601619,嘉泽新能,0.09,15.12,,7.33,,16496.28,20.44,,03-23,2017_4
1936,600987,航民股份,0.9,5.88,,17.28,,57355.67,5.66,10派2.8,03-23,2017_4
1937,600030,中信证券,0.94,9.3,,7.82,,1143326.45,10.3,10派4,03-23,2017_4
1938,000877,天山股份,0.3,165.43,,4.33,,26492.52,165.5,10派0.8,03-23,2017_4
1939,601857,中国石油,0.12,200.0,,1.9,,2279300.0,188.52,10派0.6074,03-23,2017_4
1940,000715,中兴商业,0.3,-6.25,,6.78,,8457.69,-4.62,10派0.8,03-23,2017_4
1941,002272,川润股份,0.02,-55.91,,0.55,,643.89,-55.74,,03-23,2017_4
1942,600052,浙江广厦,0.22,-46.34,,8.62,,18859.22,-47.24,,03-23,2017_4
1943,600096,云天化,0.15,-105.95,,4.95,,20185.85,-106.01,,03-23,2017_4
1944,600221,海航控股,0.18,-13.33,,5.91,,332294.7,5.89,10派0.18,03-23,2017_4
1945,603595,东尼电子,2.03,138.82,,37.32,,17336.57,173.27,,03-23,2017_4
1946,300188,美亚柏科,0.56,47.37,,13.56,,27171.63,48.78,10派2转6,03-23,2017_4
1947,002108,沧州明珠,0.5,-36.72,,18.58,,54528.0,11.89,10派2转3,03-23,2017_4
1948,600823,世茂股份,0.59,-25.32,,10.64,,222527.13,5.02,10派0.6,03-23,2017_4
1949,000812,陕西金叶,0.06,-23.18,,2.88,,2717.13,-22.2,10派0.3送1转4,03-23,2017_4
1950,002584,西陇科学,0.15,-11.76,,5.24,,8984.57,-7.17,,03-23,2017_4
1951,600876,洛阳玻璃,0.04,78.08,,3.85,,2056.81,78.6,,03-23,2017_4
1952,600511,国药股份,1.55,35.56,,16.06,,114148.49,108.45,10派4.5,03-23,2017_4
1953,600095,哈高科,0.06,36.15,,2.86,,2094.13,36.18,10派0.18,03-23,2017_4
1954,300534,陇神戎发,0.06,-91.59,,2.42,,1711.22,-63.79,10派0.12,03-23,2017_4
1955,000972,*ST中基,0.05,-115.17,,4.28,,3668.99,-114.44,,03-23,2017_4
1956,600719,大连热电,0.01,-75.3,,0.46,,335.68,-75.31,10派0.03,03-23,2017_4
1957,002253,川大智胜,0.2,17.65,,3.52,,4544.48,16.85,10派1.2,03-23,2017_4
1958,000828,东莞控股,0.85,6.97,,16.46,,88681.59,6.97,10派2.5,03-23,2017_4
1959,300635,达安股份,0.41,-52.87,,9.91,,5167.84,-6.07,,03-23,2017_4
1960,600995,文山电力,0.33,0.0,,9.51,,15669.63,-1.68,10派1,03-23,2017_4
1961,300001,特锐德,0.28,12.0,,9.8,,27831.76,10.65,10派0.5,03-23,2017_4
1962,600585,海螺水泥,2.99,85.71,16.87,19.12,3.28,1585467.01,85.87,10派12,03-23,2017_4
1963,300034,钢研高纳,0.14,-39.8,,4.38,,5819.21,-39.36,10派0.7,03-23,2017_4
1964,603157,拉夏贝尔,0.98,-9.26,,13.59,,49852.7,-6.29,,03-23,2017_4
1965,603288,海天味业,1.31,24.76,,31.12,,353143.69,24.21,10派8.5,03-23,2017_4
1966,300304,云意电气,0.16,-68.63,,8.63,,14125.72,28.35,10派0.3,03-23,2017_4
1967,600358,国旅联合,0.06,-119.57,,6.15,,3230.68,-119.81,,03-23,2017_4
1968,000810,创维数字,0.09,-81.25,,3.55,,9433.57,-80.61,,03-23,2017_4
1969,002011,盾安环境,0.1,11.11,,2.09,,9228.73,11.17,,03-23,2017_4
1970,000062,深圳华强,0.57,-3.18,,10.17,,41226.95,-3.19,10派3.5,03-23,2017_4
1971,002243,通产丽星,0.12,60.83,,2.85,,4224.33,60.75,10派0.5,03-23,2017_4
1972,601882,海天精工,0.2,51.29,,9.2,,10292.44,62.66,,03-22,2017_4
1973,600736,苏州高新,0.48,84.62,,10.22,,60626.08,97.41,10派1.45,03-22,2017_4
1974,600271,航天信息,0.84,1.29,,16.16,,155657.25,1.34,10派4.2,03-22,2017_4
1975,603688,石英股份,0.32,-11.11,,8.67,,10780.09,33.19,,03-22,2017_4
1976,000862,银星能源,-0.27,-1435.0,,-7.04,,-18861.37,-1809.98,,03-22,2017_4
1977,002393,力生制药,0.64,1.59,,3.83,,11681.72,1.05,10派3,03-22,2017_4
1978,002662,京威股份,0.25,-70.59,,6.69,,31672.38,-50.16,10派2,03-22,2017_4
1979,000557,西部创业,0.06,900.0,,2.19,,8699.48,943.17,,03-22,2017_4
1980,600727,鲁北化工,0.22,144.44,,6.98,,7844.85,160.12,,03-22,2017_4
1981,601588,北辰实业,0.34,88.89,,9.41,,114041.07,89.88,10派1.1,03-22,2017_4
1982,603881,数据港,0.56,12.0,,14.18,,11489.53,46.87,,03-22,2017_4
1983,000856,冀东装备,0.07,-30.0,,5.18,,1554.18,-32.79,,03-22,2017_4
1984,002463,沪电股份,0.12,55.9,,5.97,,20351.77,55.95,10派0.5,03-22,2017_4
1985,000712,锦龙股份,0.22,-46.34,,5.24,,19428.32,-46.85,10派1,03-22,2017_4
1986,300130,新国都,0.29,-51.67,,4.46,,7193.39,-48.26,10派1.49988转7.99935,03-22,2017_4
1987,600502,安徽水利,0.6,76.47,,12.45,,78133.97,155.64,10派0.5送2,03-22,2017_4
1988,000965,天保基建,0.41,41.38,,8.36,,41085.96,41.37,10派0.1转1,03-22,2017_4
1989,000028,国药一致,2.47,-11.79,,11.91,,105779.19,-10.86,10派3,03-22,2017_4
1990,600210,紫江企业,0.37,147.3,,12.96,,55480.3,147.81,10派1.5,03-22,2017_4
1991,600420,现代制药,0.46,-52.61,,8.78,,51580.26,8.15,10派0.5,03-22,2017_4
1992,000037,深南电A,0.03,-98.62,,0.82,,1590.42,-98.78,,03-22,2017_4
1993,000619,海螺型材,0.03,-88.1,,0.37,,903.15,-88.11,,03-22,2017_4
1994,300105,龙源技术,0.03,-109.7,,0.71,,1598.64,-109.72,,03-22,2017_4
1995,002080,中材科技,0.95,80.25,,9.23,,76728.37,91.15,10派3转6,03-22,2017_4
1996,600328,兰太实业,0.48,148.96,,10.02,,21047.89,152.74,10派1.46,03-22,2017_4
1997,000421,南京公用,0.26,-22.87,,6.13,,14852.12,-22.89,10派0.5,03-22,2017_4
1998,601882,海天精工,0.2,51.29,,9.2,,10292.44,62.66,,03-22,2017_4
1999,600736,苏州高新,0.48,84.62,,10.22,,60626.08,97.41,10派1.45,03-22,2017_4
2000,600271,航天信息,0.84,1.29,,16.16,,155657.25,1.34,10派4.2,03-22,2017_4
2001,603688,石英股份,0.32,-11.11,,8.67,,10780.09,33.19,,03-22,2017_4
2002,000862,银星能源,-0.27,-1435.0,,-7.04,,-18861.37,-1809.98,,03-22,2017_4
2003,002393,力生制药,0.64,1.59,,3.83,,11681.72,1.05,10派3,03-22,2017_4
2004,002662,京威股份,0.25,-70.59,,6.69,,31672.38,-50.16,,03-22,2017_4
2005,000557,西部创业,0.06,900.0,,2.19,,8699.48,943.17,,03-22,2017_4
2006,600418,江淮汽车,0.23,-68.06,,3.12,,43189.18,-62.83,10派0.7,03-21,2017_4
2007,600053,九鼎投资,0.75,-48.43,,17.2,,32384.65,-48.43,,03-21,2017_4
2008,000897,津滨发展,-0.07,-353.61,,-9.63,,-11935.91,-353.65,,03-21,2017_4
2009,300509,新美星,0.74,-8.64,,10.04,,5929.36,-0.5,,03-21,2017_4
2010,603301,振德医疗,1.62,45.95,,24.43,2.43,12176.91,46.99,,03-21,2017_4
2011,002449,国星光电,0.75,86.76,,11.9,,35913.39,86.74,10派3.2转3,03-21,2017_4
2012,000565,渝三峡A,0.19,-63.46,,8.01,,8112.54,-63.7,10派0.2,03-21,2017_4
2013,002728,特一药业,0.53,12.77,,11.4,,10634.28,12.2,,03-21,2017_4
2014,601336,新华保险,1.73,9.49,20.42,8.76,2.52,538300.0,8.92,10派5.2,03-21,2017_4
2015,603969,银龙股份,0.3,-16.67,,7.42,,11825.21,-18.36,,03-21,2017_4
2016,600683,京投发展,0.43,10.26,,14.29,,32174.7,10.77,10派2,03-21,2017_4
2017,002667,鞍重股份,0.17,-200.0,,3.1,,2316.15,-199.74,,03-21,2017_4
2018,002404,嘉欣丝绸,0.21,10.53,,8.61,,11177.69,12.25,10派1.8,03-21,2017_4
2019,000911,南宁糖业,-0.6,-1100.0,,-12.88,,-19305.26,-1117.14,,03-21,2017_4
2020,300052,中青宝,0.19,-200.0,,4.4,,5029.67,-201.14,10派0.2,03-21,2017_4
2021,601898,中煤能源,0.18,20.0,,2.76,,241442.6,19.14,10派0.55,03-21,2017_4
2022,600323,瀚蓝环境,0.85,28.79,,12.85,,65223.63,28.25,10派2,03-21,2017_4
2023,300436,广生堂,0.24,-49.24,,6.43,,3356.53,-49.46,,03-21,2017_4
2024,000948,南天信息,0.09,6.2,,1.51,,2198.45,6.26,10派0.2,03-21,2017_4
2025,600299,安迪苏,0.49,-30.0,,10.51,,132331.58,-29.06,10派1.73,03-21,2017_4
2026,600808,马钢股份,0.54,235.96,,18.92,,412893.99,235.99,10派1.65,03-21,2017_4
2027,000868,安凯客车,-0.33,-571.43,,-19.1,,-23015.27,-548.2,,03-21,2017_4
2028,000416,民生控股,0.05,63.58,,3.12,,2721.38,63.52,10派0.5,03-21,2017_4
2029,000537,广宇发展,1.29,92.54,,27.56,,217179.14,528.96,10派1.3,03-21,2017_4
2030,600688,上海石化,0.57,3.09,2.61,20.84,0.66,614155.8,3.12,10派3,03-21,2017_4
2031,600315,上海家化,0.58,81.25,,7.16,,38980.19,80.45,10派1.8,03-21,2017_4
2032,600335,国机汽车,0.65,2.92,,9.29,,67046.19,9.22,10派1,03-21,2017_4
2033,600508,上海能源,0.72,16.13,,5.95,,51890.11,14.89,10派2.2,03-21,2017_4
2034,603167,渤海轮渡,0.75,63.04,,11.67,,36267.19,63.04,10派4,03-21,2017_4
2035,601069,西部黄金,0.03,-82.76,,1.29,,2181.0,-82.77,,03-21,2017_4
2036,601318,中国平安,4.99,42.57,25.89,20.72,6.8,8908800.0,42.78,10派10,03-21,2017_4
2037,002362,汉王科技,0.2,102.81,,5.47,,4325.49,102.89,,03-20,2017_4
2038,600017,日照港,0.12,100.0,,3.51,,36887.56,109.3,10派0.2,03-20,2017_4
2039,000850,华茂股份,0.11,10.0,,2.19,,10403.35,5.54,10派0.5,03-20,2017_4
2040,600217,中再资环,0.16,42.96,,15.06,,21758.61,45.49,,03-20,2017_4
2041,600293,三峡新材,0.35,-5.52,,11.31,,40375.24,125.05,10派1.04,03-20,2017_4
2042,600567,山鹰纸业,0.44,388.89,,21.54,,201451.83,471.0,10派1.33,03-20,2017_4
2043,000507,珠海港,0.18,34.92,,5.25,,14060.8,34.92,10派0.36,03-20,2017_4
2044,002301,齐心集团,0.33,17.86,,6.4,,14007.18,33.54,10派0.5转5,03-20,2017_4
2045,000807,云铝股份,0.25,400.0,,6.86,,65700.1,494.41,10派0.7,03-20,2017_4
2046,300446,乐凯新材,0.85,-3.33,,19.77,,10437.88,-3.33,10派4,03-20,2017_4
2047,300563,神宇股份,0.5,-13.79,,9.18,,3976.02,10.45,,03-20,2017_4
2048,600710,苏美达,0.27,35.0,,9.32,,35809.96,73.28,10派0.42,03-20,2017_4
2049,601200,上海环境,0.72,9.12,,9.83,,50594.75,8.79,10派0.8,03-20,2017_4
2050,002038,双鹭药业,0.78,18.03,,13.03,,53357.54,18.02,10派5,03-20,2017_4
2051,601015,陕西黑猫,0.25,8.7,,6.93,,24762.81,14.84,10派0.2,03-20,2017_4
2052,600136,当代明诚,0.26,4.0,,5.21,,12813.13,4.87,10派0.7,03-20,2017_4
2053,300122,智飞生物,0.27,1250.0,,15.85,,43227.54,1229.25,10派1.3,03-20,2017_4
2054,300178,腾邦国际,0.5,50.92,,13.77,,28373.13,59.14,10派0.47,03-20,2017_4
2055,600814,杭州解百,0.25,-7.41,,7.96,,18026.3,-7.9,10派0.8,03-20,2017_4
2056,002717,岭南股份,1.23,83.58,,17.51,,50928.2,95.27,10派1.74996,03-20,2017_4
2057,600497,驰宏锌锗,0.26,-164.22,,11.88,,115518.3,-169.89,10派0.3,03-20,2017_4
2058,600176,中国巨石,0.74,17.78,,18.38,,214984.94,41.34,10派2.5转2,03-20,2017_4
2059,603345,安井食品,0.98,-10.09,,13.28,,20243.24,14.11,10派2.82,03-20,2017_4
2060,600845,宝信软件,0.54,26.57,,9.86,,42527.61,26.7,10派1.7,03-20,2017_4
2061,600239,云南城投,0.16,-30.43,,5.44,,26401.44,8.14,10派0.5,03-20,2017_4
2062,300260,新莱应材,0.11,-9.69,,3.24,,2158.1,77.04,10派0.2,03-20,2017_4
2063,300014,亿纬锂能,0.47,-20.34,,18.83,,40336.48,60.18,10派1,03-20,2017_4
2064,002075,沙钢股份,0.32,219.0,,23.01,,70480.16,220.37,,03-20,2017_4
2065,600738,兰州民百,0.18,8.28,,8.42,,14344.61,129.74,10派1,03-20,2017_4
2066,603333,明星电缆,0.03,-120.0,,1.2,,1688.32,-121.76,,03-20,2017_4
2067,002206,海利得,0.26,-51.85,,11.21,,31376.23,22.99,,03-20,2017_4
2068,600520,文一科技,0.05,-37.5,,1.84,,795.11,-35.62,,03-20,2017_4
2069,300491,通合科技,0.07,-86.27,,2.62,,1071.75,-73.88,,03-20,2017_4
2070,603612,索通发展,2.66,442.86,,29.69,,54776.78,516.06,,03-20,2017_4
2071,002863,今飞凯达,0.3,-31.82,,7.69,,6087.65,-16.74,10派0.9转7,03-20,2017_4
2072,600982,宁波热电,0.13,14.32,,3.9,,9598.99,14.29,10派0.4,03-20,2017_4
2073,002820,桂发祥,0.72,-22.58,,9.21,,9260.48,0.91,,03-20,2017_4
2074,300394,天孚通信,0.6,-8.51,,14.39,,11123.47,-8.51,,03-20,2017_4
2075,600761,安徽合力,0.55,-14.06,,9.26,,40791.15,3.09,10派5,03-20,2017_4
2076,603208,江山欧派,1.78,-1.11,,15.89,,13752.98,25.76,,03-20,2017_4
2077,600322,天房发展,0.2,-158.03,,5.11,,21812.58,-157.89,,03-20,2017_4
2078,600963,岳阳林纸,0.28,833.33,,5.16,,34773.83,1131.86,10派0.38,03-20,2017_4
2079,002519,银河电子,0.16,-69.23,,5.0,,18728.66,-39.58,,03-20,2017_4
2080,603027,千禾味业,0.45,-32.64,,15.21,,14405.94,43.93,,03-20,2017_4
2081,600898,国美通讯,0.05,-23.09,,3.29,,1244.67,-23.14,,03-20,2017_4
2082,300690,双一科技,1.91,-7.73,,19.45,,11054.75,2.64,,03-20,2017_4
2083,603396,金辰股份,1.27,10.19,,14.98,,7616.61,16.48,,03-20,2017_4
2084,002796,世嘉科技,0.32,-52.94,,5.29,,2569.25,-47.15,,03-20,2017_4
2085,600114,东睦股份,0.72,56.52,,12.48,,30010.19,70.65,10派3转4.8,03-20,2017_4
2086,603368,柳州医药,2.17,-7.26,,12.04,,40138.0,25.04,,03-20,2017_4
2087,600590,泰豪科技,0.38,100.0,,6.53,,25193.47,103.45,10派1.2送3,03-20,2017_4
2088,600649,城投控股,0.66,1.54,,9.16,,175859.43,-16.05,10派2.5,03-20,2017_4
2089,000629,*ST钒钛,0.1,-114.42,,22.34,,86328.2,-114.42,,03-20,2017_4
2090,600577,精达股份,0.18,63.64,,12.05,,35387.12,58.04,10派0.8,03-20,2017_4
2091,300046,台基股份,0.38,38.52,,6.55,,5338.78,38.51,10派2转5,03-20,2017_4
2092,002729,好利来,0.34,6.25,,5.55,,2277.56,6.4,,03-20,2017_4
2093,002523,天桥起重,0.12,-7.69,,6.18,,11684.61,9.22,10派0.5转4,03-19,2017_4
2094,300131,英唐智控,0.13,-31.58,,7.65,,14300.32,-29.01,10派0.3,03-19,2017_4
2095,600433,冠豪高新,0.04,-55.56,,2.09,,5279.02,-51.36,10派0.13,03-19,2017_4
2096,600655,豫园股份,0.49,46.25,,6.48,,70024.18,46.24,10派1.5,03-19,2017_4
2097,002870,香山股份,0.72,-42.4,,24.47,,7148.96,-31.34,,03-19,2017_4
2098,603897,长城科技,1.33,49.44,5.96,25.05,0.53,17742.29,55.84,,03-19,2017_4
2099,002507,涪陵榨菜,0.52,6.12,,23.76,,41414.22,61.0,10派1.5,03-17,2017_4
2100,300226,上海钢联,0.3,115.62,,9.13,,4817.8,117.95,,03-17,2017_4
2101,300248,新开普,0.37,32.14,,9.57,,11967.12,41.04,10派0.6,03-17,2017_4
2102,300383,光环新网,0.3,-40.0,,7.0,,43586.21,30.05,,03-17,2017_4
2103,600997,开滦股份,0.33,-5.71,,5.78,,51652.38,19.65,10派1.2,03-17,2017_4
2104,600728,佳都科技,0.13,87.1,,6.95,,21250.09,96.88,10派0.31,03-17,2017_4
2105,300453,三鑫医疗,0.27,17.39,,7.54,,4238.96,15.77,,03-17,2017_4
