,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,period
601,002438,江苏神通,0.13,-46.04,,3.85,,6239.96,20.96,10派0.25,04-17,2017_4
602,300537,广信材料,0.35,-30.81,,7.64,,6133.41,44.61,,04-17,2017_4
603,000509,华塑控股,0.02,-117.46,,29.47,,1250.6,-117.52,,04-17,2017_4
604,600305,恒顺醋业,0.47,64.84,,16.66,,28089.75,64.84,10派1.4转3,04-17,2017_4
605,000733,振华科技,0.43,12.12,,4.99,,20362.69,12.19,10派0.5,04-17,2017_4
606,600031,三一重工,0.27,923.6,,8.69,,209225.3,928.35,10派1.6,04-17,2017_4
607,000962,东方钽业,-0.86,-1410.18,,-29.34,,-38002.32,-1410.21,,04-17,2017_4
608,600155,宝硕股份,0.08,-136.36,,0.88,,13092.46,-192.12,10派0.23,04-17,2017_4
609,002010,传化智联,0.14,-22.22,,4.16,,46940.81,-19.2,10派0.5,04-17,2017_4
610,002607,亚夏汽车,0.09,-43.75,,3.53,,7345.35,11.51,10派0.2,04-17,2017_4
611,601100,恒立液压,0.61,454.55,,10.39,,38194.04,442.9,10派2.2转4,04-17,2017_4
612,002867,周大生,1.31,23.58,,21.6,,59207.48,38.77,,04-17,2017_4
613,300626,华瑞股份,0.61,15.09,,13.62,,5691.91,44.07,10派1转8,04-17,2017_4
614,300197,铁汉生态,0.5,42.86,,13.57,,75711.11,45.02,10派0.5转5,04-17,2017_4
615,000581,威孚高科,2.55,53.61,,18.52,,257133.95,53.77,10派12,04-17,2017_4
616,002707,众信旅游,0.28,7.69,,12.06,,23262.4,8.27,10派0.28,04-17,2017_4
617,002488,金固股份,0.09,-133.33,,1.81,,5398.31,-139.07,,04-17,2017_4
618,300125,易世达,-2.24,322.64,,-29.32,,-26424.77,324.44,10转5,04-17,2017_4
619,300611,美力科技,0.27,-67.07,,7.67,,4765.42,-13.91,,04-17,2017_4
620,600704,物产中大,0.46,-31.34,,12.06,,223484.75,3.74,10派2,04-17,2017_4
621,603100,川仪股份,0.4,21.21,,8.22,,15914.9,23.37,10派1.3,04-17,2017_4
622,002102,冠福股份,0.11,-3.57,,5.55,,28255.41,15.14,10派0.5,04-17,2017_4
623,600277,亿利洁能,0.2,66.67,,3.94,,52146.49,101.78,10派0.6,04-17,2017_4
624,002825,纳尔股份,0.36,-57.14,,6.5,,3633.46,-44.03,10派1,04-17,2017_4
625,600550,保变电气,0.05,-25.35,,17.74,,8091.84,-25.85,,04-17,2017_4
626,600153,建发股份,1.17,15.84,,14.83,,333085.53,16.68,10派2,04-17,2017_4
627,600795,国电电力,0.11,-54.74,,4.21,,222324.23,-52.97,10派0.8,04-17,2017_4
628,600361,华联综超,0.12,-130.77,,2.95,,7824.75,-130.04,10派0.6,04-17,2017_4
629,002220,天宝食品,0.24,-29.41,,4.96,,13380.57,-26.29,10派0.25转4,04-17,2017_4
630,300432,富临精工,0.73,14.52,,10.36,,37122.33,62.23,10派2,04-17,2017_4
631,002406,远东传动,0.33,58.27,,8.16,,18721.18,60.09,10派1.2,04-17,2017_4
632,000068,华控赛格,0.03,227.27,,5.09,,3260.33,226.84,,04-17,2017_4
633,600802,福建水泥,-0.4,-1205.56,,-22.41,,-15180.37,-1198.99,,04-17,2017_4
634,002790,瑞尔特,1.0,-14.53,,11.45,,16041.39,-8.94,,04-17,2017_4
635,600448,华纺股份,0.02,0.0,,0.76,,686.02,-33.27,,04-17,2017_4
636,600538,国发股份,0.02,-128.57,,1.35,,885.06,-127.78,,04-17,2017_4
637,300484,蓝海华腾,0.62,-61.01,,19.57,,12826.84,-17.39,10派1,04-17,2017_4
638,002411,必康股份,0.58,-10.66,,10.19,,89262.58,-6.4,10派1,04-17,2017_4
639,300508,维宏股份,1.42,69.29,,16.99,,8069.56,81.9,,04-17,2017_4
640,002434,万里扬,0.48,60.0,,11.04,,64309.52,105.95,10派1.5,04-17,2017_4
641,300631,久吾高科,0.47,-47.76,,8.59,,4503.83,4.58,10派1.3,04-17,2017_4
642,002149,西部材料,0.13,14.09,,3.11,,5407.48,154.82,10派0.9,04-17,2017_4
643,000830,鲁西化工,1.24,1276.67,,26.62,,194993.64,671.95,10派3,04-17,2017_4
644,600103,青山纸业,0.06,63.64,,3.25,,10539.12,134.26,,04-17,2017_4
645,002008,大族激光,1.56,119.72,,27.6,,166504.39,120.75,10派2,04-17,2017_4
646,600708,光明地产,1.14,48.12,,20.11,,194683.65,92.55,10派2转3,04-17,2017_4
647,300211,亿通科技,0.01,-3.2,,0.73,,365.66,-3.68,10派0.5,04-17,2017_4
648,600261,阳光照明,0.28,-9.68,,12.44,,40105.79,-11.31,10派1.5,04-17,2017_4
649,002267,陕天然气,0.36,-22.24,,7.27,,39542.91,-22.24,10派3,04-17,2017_4
650,600996,贵广网络,0.42,-21.05,,10.96,,44182.51,-0.25,,04-17,2017_4
651,300080,易成新能,-2.04,-5079.95,,-33.8,,-102412.59,-5081.83,,04-17,2017_4
652,300592,华凯创意,0.41,-7.57,,10.44,,4873.5,21.75,10派0.5,04-17,2017_4
653,603128,华贸物流,0.28,12.0,,7.67,,27855.67,24.55,10派0.85,04-17,2017_4
654,300668,杰恩设计,1.69,31.01,,24.19,,6224.79,52.47,,04-17,2017_4
655,002115,三维通信,0.11,69.64,,5.04,,4727.48,71.28,10派0.5,04-17,2017_4
656,000546,金圆股份,0.55,7.87,,13.8,,35083.88,14.84,10派0.5,04-17,2017_4
657,300285,国瓷材料,0.41,-8.89,,13.67,,24481.8,87.75,10派0.5,04-17,2017_4
658,600337,美克家居,0.24,-52.94,,11.02,,36536.4,10.45,10派1.1,04-17,2017_4
659,000656,金科股份,0.35,25.0,,10.63,,200460.52,43.67,10派2.5,04-17,2017_4
660,600366,宁波韵升,0.77,-47.72,,9.14,,42290.48,-47.12,10派3转8,04-17,2017_4
661,600903,贵州燃气,0.2,33.33,,6.21,,13741.06,38.0,10派0.17,04-17,2017_4
662,002308,威创股份,0.22,0.0,,7.31,,18990.53,4.21,10派0.43,04-17,2017_4
663,601113,华鼎股份,0.11,22.22,,3.37,,9368.88,28.81,,04-17,2017_4
664,600051,宁波联合,1.56,218.37,,22.07,,48104.33,223.72,10派1.3,04-17,2017_4
665,603887,城地股份,0.67,-2.9,,9.3,,6639.13,19.96,,04-17,2017_4
666,603979,金诚信,0.35,-16.67,,5.46,,20519.98,20.23,,04-17,2017_4
667,002486,嘉麟杰,0.03,136.36,,2.98,,2809.47,136.92,,04-17,2017_4
668,002511,中顺洁柔,0.47,-12.96,,12.28,,34906.56,34.04,10派1转10,04-17,2017_4
669,603043,广州酒家,0.9,19.75,,26.35,,34037.11,27.62,10派3.5,04-17,2017_4
670,600220,江苏阳光,0.07,-20.89,,6.01,,12099.39,-20.86,,04-17,2017_4
671,300224,正海磁材,0.12,-68.42,,3.5,,10159.66,-46.78,10派1.2,04-17,2017_4
672,300395,菲利华,0.41,-25.26,,14.27,,12177.61,12.72,10派1.5,04-17,2017_4
673,300469,信息发展,0.49,9.21,,8.16,,3320.79,10.66,10派1,04-17,2017_4
674,002470,金正大,0.23,-28.13,,7.81,,71549.94,-29.64,10派0.8,04-17,2017_4
675,603989,艾华集团,0.97,10.23,,16.32,,29177.41,10.35,10派8转3,04-17,2017_4
676,300560,中富通,0.37,-46.38,,8.32,,3903.09,2.3,,04-17,2017_4
677,600822,上海物贸,0.07,133.33,,5.96,,3247.59,120.71,,04-17,2017_4
678,603339,四方冷链,0.83,23.88,,11.81,,17218.48,38.36,,04-17,2017_4
679,600359,新农开发,0.09,-122.5,,4.99,,3378.11,-122.31,,04-17,2017_4
680,000680,山推股份,0.05,46.86,,1.95,,6378.85,46.79,,04-17,2017_4
681,002331,皖通科技,0.24,7.61,,6.26,,8271.76,7.6,,04-17,2017_4
682,603767,中马传动,0.42,-36.36,,6.99,,7800.28,-25.61,10派3转4,04-17,2017_4
683,002452,长高集团,0.12,-49.34,,4.58,,6089.75,-49.49,10派0.3,04-17,2017_4
684,300691,联合光电,1.15,-1.71,,15.49,,8198.6,9.16,10派3转6,04-17,2017_4
685,600288,大恒科技,0.08,18.75,,2.29,,3484.79,18.64,10派0.24,04-17,2017_4
686,603360,百傲化学,0.77,-21.43,,14.94,,10026.64,2.03,10派2.5转4,04-17,2017_4
687,600510,黑牡丹,0.47,34.29,,6.51,,49356.55,32.85,10派1.42,04-17,2017_4
688,000889,茂业通信,0.37,3.93,,8.93,,22858.12,3.92,10派0.37,04-17,2017_4
689,300554,三超新材,1.81,85.86,,22.5,,8612.67,127.14,,04-17,2017_4
690,600133,东湖高新,1.44,526.96,,37.92,,92397.52,534.51,10派1.7,04-17,2017_4
691,000726,鲁泰A,0.91,7.06,,11.87,,84115.09,4.43,10派5,04-17,2017_4
692,300489,中飞股份,0.14,-60.03,,2.71,,1252.57,-60.03,10派0.13,04-17,2017_4
693,002416,爱施德,0.37,97.21,,7.04,,37896.76,101.84,10派2转2,04-17,2017_4
694,603000,人民网,0.08,-20.0,,3.24,,8940.84,-15.65,10派0.45,04-17,2017_4
695,603106,恒银金融,0.66,-4.35,,15.19,,14921.25,3.69,,04-17,2017_4
696,600843,上工申贝,0.36,36.93,,9.8,,19748.72,36.92,,04-17,2017_4
697,300379,东方通,-1.11,-226.27,,-18.88,,-30728.67,-375.93,,04-17,2017_4
698,300519,新光药业,0.66,-61.18,,15.71,,10615.92,-10.76,,04-17,2017_4
699,300112,万讯自控,0.17,70.0,,6.03,,4436.5,66.13,10派1.2,04-17,2017_4
700,002526,山东矿机,0.13,568.0,,4.11,,7133.52,567.47,10转7,04-17,2017_4
701,600182,S佳通,0.18,-59.16,,6.83,,6110.81,-59.57,10派1.08,04-17,2017_4
702,002113,天润数娱,0.01,-90.54,,0.49,,538.69,-90.05,10转7,04-17,2017_4
703,603316,诚邦股份,0.39,-2.5,,11.18,,6848.8,12.86,10派0.67,04-17,2017_4
704,300258,精锻科技,0.62,31.29,,16.09,,25033.42,31.28,10派1.25,04-17,2017_4
705,600363,联创光电,0.45,28.57,,9.26,,19924.15,26.56,10派0.44,04-17,2017_4
706,603020,爱普股份,0.45,-24.45,,7.74,,14417.13,-24.45,10派1.5,04-16,2017_4
707,603517,绝味食品,1.26,18.87,,22.85,,50172.45,31.93,,04-16,2017_4
708,002841,视源股份,1.72,-15.69,,31.46,,69108.16,-6.86,,04-16,2017_4
709,002539,云图控股,0.1,-28.57,,3.44,,10439.17,-26.86,10派0.8,04-16,2017_4
710,000809,*ST新城,0.12,-141.38,,3.31,,10110.68,-142.05,,04-16,2017_4
711,603976,正川股份,0.91,4.6,,12.17,,8217.84,16.55,,04-16,2017_4
712,002279,久其软件,0.44,7.78,,12.86,,30694.34,40.41,10派0.3,04-16,2017_4
713,603685,晨丰科技,1.45,17.89,,26.32,,11195.55,21.03,,04-16,2017_4
714,300440,运达科技,0.26,-56.73,,8.41,,11887.12,-11.68,10派0.55,04-16,2017_4
715,603889,新澳股份,0.59,18.0,,12.82,,20744.09,30.32,10派2.5,04-16,2017_4
716,603986,兆易创新,1.99,-6.0,,26.27,,39741.6,125.26,,04-16,2017_4
717,300132,青松股份,0.25,189.5,,13.91,,9474.6,189.44,10派0.5,04-16,2017_4
718,603113,金能科技,1.05,50.0,,21.84,,67878.79,61.69,10派1.51,04-16,2017_4
719,300713,英可瑞,1.9,-17.39,,24.21,,8423.18,-13.78,,04-16,2017_4
720,600764,中国海防,0.67,2966.82,,15.9,,8164.13,1023.43,10派0.62,04-16,2017_4
721,600276,恒瑞医药,1.14,3.02,,23.28,,321664.8,24.25,10派1.3送2转1,04-16,2017_4
722,603527,众源新材,0.83,3.75,,16.21,,8558.66,14.9,,04-16,2017_4
723,300514,友讯达,0.78,34.48,,18.45,,7186.17,64.38,,04-16,2017_4
724,600203,福日电子,-0.25,-264.4,,-5.26,,-11254.99,-276.52,,04-16,2017_4
725,300255,常山药业,0.21,5.0,,8.56,,19691.92,12.21,10派0.2,04-16,2017_4
726,603848,好太太,0.57,35.71,,27.95,,20582.63,35.43,,04-16,2017_4
727,002659,凯文教育,0.05,-120.0,,1.03,,2325.91,-124.22,,04-16,2017_4
728,002767,先锋电子,0.31,3.33,,6.73,,4590.23,1.3,10派0.56,04-16,2017_4
729,002805,丰元股份,0.39,44.44,,6.83,,3790.17,66.84,10派0.7,04-16,2017_4
730,603843,正平股份,0.12,-55.56,,3.69,,4730.37,-47.87,,04-16,2017_4
731,000584,哈工智能,0.15,-122.01,,5.8,,9004.78,-122.01,10派0.2,04-16,2017_4
732,002050,三花智控,0.6,25.0,,19.12,,123595.21,44.14,10派1.5,04-16,2017_4
733,300735,光弘科技,0.65,6.56,,24.86,,17356.16,12.56,,04-16,2017_4
734,603568,伟明环保,0.74,54.17,,24.24,,50686.22,54.27,10派2.5,04-16,2017_4
735,300546,雄帝科技,0.59,-57.55,,12.77,,7951.15,31.62,10派1.5,04-16,2017_4
736,600381,青海春天,0.49,36.11,,13.48,,31168.45,27.24,,04-16,2017_4
737,002841,视源股份,1.72,-15.69,,31.46,,69108.16,-6.86,,04-16,2017_4
738,603020,爱普股份,0.45,-24.45,,7.74,,14417.13,-24.45,10派1.5,04-16,2017_4
739,603517,绝味食品,1.26,18.87,,22.85,,50172.45,31.93,,04-16,2017_4
740,002539,云图控股,0.1,-28.57,,3.44,,10439.17,-26.86,10派0.8,04-16,2017_4
741,000809,*ST新城,0.12,-141.38,,3.31,,10110.68,-142.05,,04-16,2017_4
742,600039,四川路桥,0.33,-4.37,,9.68,,106413.41,1.87,10派0.5,04-14,2017_4
743,002344,海宁皮城,0.23,-53.06,,4.18,,30126.23,-45.22,10派1.2,04-14,2017_4
744,000533,万家乐,0.06,-81.82,,2.39,,3819.0,-83.15,10派0.15,04-14,2017_4
745,002126,银轮股份,0.41,13.89,,11.02,,31098.17,21.13,10派0.4,04-14,2017_4
746,603699,纽威股份,0.28,-3.45,,8.31,,20917.73,-4.7,10派1.6,04-14,2017_4
747,600498,烽火通信,0.78,6.85,,10.36,,82496.34,8.49,10派3.4,04-14,2017_4
748,000419,通程控股,0.24,25.09,,6.47,,12793.13,25.12,,04-14,2017_4
749,002278,神开股份,0.03,-110.0,,0.99,,1062.38,-109.73,,04-14,2017_4
750,600476,湘邮科技,0.01,-7.14,,1.07,,212.88,-7.91,,04-14,2017_4
751,300500,启迪设计,0.58,-45.79,,9.85,,7041.63,13.23,10派1.2,04-14,2017_4
752,300343,联创互联,0.63,75.0,,8.88,,37151.99,84.47,10派1.3,04-14,2017_4
753,600739,辽宁成大,0.95,52.58,,7.49,,144616.8,52.58,10派1.8,04-14,2017_4
754,000606,神州易桥,0.08,15.51,,2.27,,6421.56,40.15,,04-14,2017_4
755,300389,艾比森,0.33,-29.97,,10.51,,10600.3,-29.96,10派0.8,04-14,2017_4
756,000753,漳州发展,0.09,-62.77,,3.98,,8506.99,-58.29,,04-14,2017_4
757,600037,歌华有线,0.55,4.97,,6.0,,76130.52,4.98,10派1.8,04-14,2017_4
758,000573,粤宏远A,0.06,-82.03,,2.1,,3546.54,-82.01,,04-14,2017_4
759,603586,金麒麟,0.89,-32.58,,10.25,,17382.53,-16.1,10派4,04-14,2017_4
760,600166,福田汽车,0.02,-75.0,,0.59,,11192.49,-80.25,10派0.051,04-14,2017_4
761,000926,福星股份,0.89,45.9,,8.74,,84535.54,45.49,10派2,04-14,2017_4
762,603306,华懋科技,1.27,1.6,,17.52,,27805.59,5.93,10派5转3,04-14,2017_4
763,300078,思创医惠,0.16,-64.44,,6.38,,13026.23,-30.7,10派0.18,04-14,2017_4
764,600336,澳柯玛,0.04,0.0,,1.84,,3269.02,36.46,10派0.3,04-14,2017_4
765,600639,浦东金桥,0.66,19.56,,8.39,,73745.7,19.57,10派2.6,04-14,2017_4
766,002510,天汽模,0.11,-38.89,,4.49,,9326.21,-37.84,10派0.3,04-14,2017_4
767,600881,亚泰集团,0.27,350.0,,5.92,,79046.46,420.27,10派0.5,04-14,2017_4
768,002350,北京科锐,0.19,-46.65,,6.14,,7218.97,-5.59,,04-14,2017_4
769,603988,中电电机,0.28,-6.67,,5.05,,3308.23,38.47,10派2.5转4,04-14,2017_4
770,600681,百川能源,0.88,39.68,,32.13,,85803.8,55.67,10派4.5,04-14,2017_4
771,300228,富瑞特装,0.11,-117.22,,2.9,,5104.85,-117.09,10派0.15,04-14,2017_4
772,002214,大立科技,0.07,0.0,,3.06,,3016.06,-8.9,10派0.25,04-14,2017_4
773,600376,首开股份,0.73,26.13,,8.87,,236277.78,24.26,10派6,04-14,2017_4
774,600387,海越股份,0.35,250.0,,10.48,,13658.83,241.25,,04-14,2017_4
775,002819,东方中科,0.2,-42.83,,5.32,,2281.36,-25.83,10派0.4,04-14,2017_4
776,600132,重庆啤酒,0.68,83.78,,28.29,,32946.32,82.03,10派8,04-14,2017_4
777,300017,网宿科技,0.34,-78.98,,10.91,,83040.29,-33.59,10派0.3,04-14,2017_4
778,002003,伟星股份,0.63,-10.0,,15.99,,36455.9,23.38,10派5转3,04-14,2017_4
779,000671,阳光城,0.51,70.0,,14.33,,206196.55,67.63,10派0.5,04-14,2017_4
780,300228,富瑞特装,0.11,-117.22,,2.9,,5104.85,-117.09,10派0.15,04-14,2017_4
781,002214,大立科技,0.07,0.0,,3.06,,3016.06,-8.9,10派0.25,04-14,2017_4
782,600376,首开股份,0.73,26.13,,8.87,,236277.78,24.26,10派6,04-14,2017_4
783,603917,合力科技,0.95,1.52,,17.54,,8176.5,4.35,10派1.5,04-13,2017_4
784,002103,广博股份,0.2,-23.08,,6.45,,11181.29,-6.43,10派0.3,04-13,2017_4
785,603488,展鹏科技,0.38,-19.15,,11.45,,7118.64,-1.88,,04-13,2017_4
786,603701,德宏股份,0.68,-27.66,,14.15,,8068.68,19.12,10派2转2,04-13,2017_4
787,300517,海波重科,0.34,-32.0,,5.7,,3491.75,-19.45,10派0.31,04-13,2017_4
788,603393,新天然气,1.65,5.77,,14.29,,26369.74,29.67,,04-13,2017_4
789,600477,杭萧钢构,0.56,29.4,,30.53,,76801.64,71.14,10派1.7送3,04-13,2017_4
790,603199,九华旅游,0.75,11.94,,8.37,,8288.8,11.94,10派1.5,04-13,2017_4
791,300220,金运激光,-0.34,-729.4,,-16.02,,-4234.51,-728.82,,04-13,2017_4
792,300725,药石科技,1.19,72.46,,22.84,,6717.92,86.01,10派2转5,04-13,2017_4
793,002850,科达利,1.24,-44.14,,8.29,,16601.57,-28.65,10派3转5,04-13,2017_4
794,600513,联环药业,0.25,-13.79,,8.29,,7054.73,12.53,10派0.75,04-13,2017_4
795,600789,鲁抗医药,0.2,300.0,,6.0,,11423.67,292.54,10派0.3,04-13,2017_4
796,600303,曙光股份,0.47,370.0,,10.68,,31603.3,420.74,10派1.47,04-13,2017_4
797,300731,科创新源,0.98,18.07,,28.53,,6421.16,18.81,,04-13,2017_4
798,603380,易德龙,0.68,0.0,,21.12,,9558.78,18.01,,04-13,2017_4
799,601311,骆驼股份,0.57,-6.56,,9.37,,48302.28,-6.27,10派0.57,04-13,2017_4
800,002472,双环传动,0.36,28.57,,7.84,,24260.11,30.61,10派0.6,04-13,2017_4
801,300638,广和通,0.58,-13.43,,14.56,,4385.74,8.77,,04-13,2017_4
802,002135,东南网架,0.12,100.0,,3.68,,10358.33,110.86,10派0.12,04-13,2017_4
803,300669,沪宁股份,0.52,-24.64,,11.79,,3863.47,-11.33,,04-13,2017_4
804,300368,汇金股份,-0.3,-461.83,,-16.57,,-16550.22,-461.86,,04-13,2017_4
805,601116,三江购物,0.26,7.47,,6.73,,10868.18,7.49,10派2,04-13,2017_4
806,300535,达威股份,0.87,-25.32,,8.07,,5175.42,-10.49,,04-13,2017_4
807,300064,豫金刚石,0.19,6.68,,3.43,,23094.6,67.88,10派0.21,04-13,2017_4
808,600644,乐山电力,0.08,-79.74,,3.44,,4285.63,-79.73,,04-13,2017_4
809,600167,联美控股,1.16,12.62,,17.84,,92212.38,31.93,10派2.6转10,04-13,2017_4
810,000505,京粮控股,0.2,17.65,,5.01,,12960.32,76.81,,04-13,2017_4
811,600883,博闻科技,0.12,91.71,,4.2,,2729.92,91.87,10派0.4,04-13,2017_4
812,002158,汉钟精机,0.43,36.36,,10.63,,22693.01,36.33,10派2.2,04-13,2017_4
813,002300,太阳电缆,0.19,-33.61,,7.61,,10184.12,-34.44,10派1.8,04-13,2017_4
814,000966,长源电力,-0.11,-130.49,,-3.61,,-12155.97,-130.48,,04-13,2017_4
815,600318,新力金融,-0.64,-195.52,,-27.29,,-30872.21,-289.8,,04-13,2017_4
816,002168,深圳惠程,-0.14,-255.56,,-7.97,,-10760.76,-241.75,,04-13,2017_4
817,600070,浙江富润,0.32,14.29,,7.25,,16615.77,65.09,10派1,04-13,2017_4
818,300577,开润股份,1.11,-33.93,,19.98,,13340.76,58.81,,04-13,2017_4
819,300202,聚龙股份,0.11,-80.7,,3.3,,5886.8,-81.11,10派1,04-13,2017_4
820,603696,安记食品,0.34,0.0,,5.81,,4123.73,1.08,10派1.25转4,04-13,2017_4
821,600619,海立股份,0.32,60.0,,6.87,,28123.09,59.64,10派1.2,04-13,2017_4
822,600173,卧龙地产,0.43,290.12,,17.46,,31482.91,289.91,10派1,04-13,2017_4
823,300736,百华悦邦,0.97,-16.38,,20.45,,3963.52,-16.12,,04-13,2017_4
824,300329,海伦钢琴,0.16,23.09,,5.02,,4098.05,23.12,10派0.29,04-13,2017_4
825,002915,中欣氟材,0.54,38.46,,15.64,,4704.21,43.58,10派1.5,04-13,2017_4
826,600628,新世界,0.69,53.33,,10.75,,44829.51,77.39,10派2.1,04-13,2017_4
827,300643,万通智控,0.19,-26.92,,10.39,,3533.78,-9.55,,04-13,2017_4
828,300217,东方电热,0.07,81.94,,4.51,,8335.75,81.76,10派0.1,04-13,2017_4
829,002702,海欣食品,-0.06,-222.73,,-3.55,,-2728.19,-308.71,,04-13,2017_4
830,002191,劲嘉股份,0.43,-1.97,,11.63,,57441.12,0.65,10派3,04-13,2017_4
831,600853,龙建股份,0.26,375.27,,15.65,,13928.71,375.27,10派0.1,04-13,2017_4
832,002307,北新路桥,0.09,28.57,,2.81,,5059.81,26.02,10转6,04-13,2017_4
833,300458,全志科技,0.05,-94.57,,0.85,,1733.04,-88.35,10派0.25,04-13,2017_4
834,601368,绿城水务,0.47,20.38,,11.95,,34905.12,20.38,10派1.43,04-13,2017_4
835,603918,金桥信息,0.2,25.0,,6.99,,3483.69,20.66,10派0.6,04-13,2017_4
836,300120,经纬电材,0.26,232.9,,7.0,,5597.38,256.99,10派2转3,04-13,2017_4
837,002590,万安科技,0.27,0.0,,7.2,,12781.75,0.83,10派0.3,04-13,2017_4
838,002176,江特电机,0.19,35.71,,7.24,,28130.44,42.58,10派0.2,04-13,2017_4
839,603338,浙江鼎力,1.73,60.19,,22.14,,28314.55,62.0,10派4转4,04-13,2017_4
840,000630,铜陵有色,0.05,150.0,,3.24,,54881.67,204.35,10派0.2,04-13,2017_4
841,600992,贵绳股份,0.09,5.48,,1.62,,2218.49,5.47,10派0.3,04-13,2017_4
842,601019,山东出版,0.74,27.59,,23.51,,136482.88,30.32,10派2.2,04-13,2017_4
843,601086,国芳集团,0.22,22.22,,9.17,,12092.0,31.68,,04-13,2017_4
844,600080,金花股份,0.18,95.86,,4.88,,5346.28,95.84,10派0.3,04-13,2017_4
845,600127,金健米业,0.02,8.92,,1.46,,1096.6,8.76,,04-13,2017_4
846,000027,深圳能源,0.19,-44.12,,3.39,,74933.82,-44.37,10派0.8,04-13,2017_4
847,000570,苏常柴A,0.08,-27.27,,2.0,,4643.13,-25.76,10派0.3,04-13,2017_4
848,600584,长电科技,0.28,180.0,,4.89,,34334.68,222.89,10派0.25,04-12,2017_4
849,603330,上海天洋,0.53,-55.46,,5.43,,3037.58,-43.33,,04-12,2017_4
850,000617,中油资本,0.76,0.0,,9.97,,684254.04,23.61,10派2.28,04-12,2017_4
851,002905,金逸影视,1.59,2.58,,19.15,,21153.11,8.21,10派6转6,04-12,2017_4
852,600054,黄山旅游,0.55,17.02,,10.14,,41406.05,17.6,10派2.4,04-12,2017_4
853,002489,浙江永强,0.04,33.33,,2.42,,7824.66,28.38,10派0.1,04-12,2017_4
854,000878,云南铜业,0.16,11.53,,4.06,,22746.91,11.82,,04-12,2017_4
855,600079,人福医药,1.53,142.86,,17.43,,206871.96,148.52,10派1.6,04-12,2017_4
856,002085,万丰奥威,0.41,-22.64,,15.96,,90056.33,-5.99,10派3,04-12,2017_4
857,600796,钱江生化,0.14,27.27,,6.63,,4101.11,24.91,10派0.3,04-12,2017_4
858,600312,平高电气,0.46,-50.03,,7.11,,63051.75,-48.31,10派1.4,04-12,2017_4
859,600848,上海临港,0.37,-7.5,,6.63,,40976.47,1.59,10派1.2,04-12,2017_4
860,600468,百利电气,0.08,-18.34,,3.71,,6614.03,24.2,10派0.33,04-12,2017_4
861,603838,四通股份,0.16,-27.27,,6.25,,4177.79,-30.16,,04-12,2017_4
862,603086,先达股份,1.54,-6.1,,11.82,,11010.65,12.09,,04-12,2017_4
863,600909,华安证券,0.18,-14.29,,5.39,,64972.68,7.93,10派0.6,04-12,2017_4
864,002840,华统股份,0.68,-1.16,,10.78,,11845.45,28.5,,04-12,2017_4
865,603728,鸣志电器,0.58,-11.39,,12.93,,16598.53,5.85,,04-12,2017_4
866,600864,哈投股份,0.17,-29.17,,2.64,,35819.35,4.57,10派1,04-12,2017_4
867,300021,大禹节水,0.16,-20.08,,5.6,,9543.71,57.78,,04-12,2017_4
868,002560,通达股份,0.03,-85.0,,0.8,,1202.68,-85.63,10派0.2,04-12,2017_4
869,600734,实达集团,0.3,-19.85,,6.67,,18670.85,1.61,,04-12,2017_4
870,603131,上海沪工,0.34,-56.96,,10.79,,6844.02,-1.18,10派1.1,04-12,2017_4
871,600242,中昌数据,0.28,180.0,,7.63,,11857.33,250.09,,04-12,2017_4
872,002653,海思科,0.22,-47.62,,11.2,,23755.32,-47.53,10派2.8,04-12,2017_4
873,002734,利民股份,0.83,0.0,,8.21,,13732.36,21.53,10派5转7,04-12,2017_4
874,600512,腾达建设,0.09,28.57,,3.06,,14357.95,69.97,10派0.4,04-12,2017_4
875,000859,国风塑业,0.08,228.23,,4.02,,6022.78,228.08,10派0.1,04-12,2017_4
876,600677,航天通信,0.19,280.0,,3.11,,10026.51,294.46,10派0.7,04-12,2017_4
877,002045,国光电器,0.31,121.43,,9.42,,13077.9,116.44,10派0.8,04-12,2017_4
878,300225,金力泰,0.1,-32.21,,5.39,,4735.49,-32.58,10派0.4,04-12,2017_4
879,600325,华发股份,0.77,-11.49,,12.65,,162037.63,59.11,10派3,04-12,2017_4
880,603738,泰晶科技,0.57,-47.71,,11.46,,6453.96,9.57,10派2.3转4,04-12,2017_4
881,603869,北部湾旅,0.77,13.24,,7.48,,26956.12,58.44,10派2.5,04-12,2017_4
882,601668,中国建筑,1.07,11.46,,15.82,,3294179.9,10.28,10派2.15转4,04-12,2017_4
883,300541,先进数通,0.36,-40.98,,5.87,,4293.01,-27.86,,04-12,2017_4
884,300308,中际旭创,0.5,900.0,,7.96,,16150.54,1506.36,10派0.38,04-12,2017_4
885,300330,华虹计通,0.04,-123.53,,1.55,,594.91,-120.55,,04-12,2017_4
886,000682,东方电子,0.06,6.22,,3.77,,6351.77,6.35,,04-12,2017_4
887,600505,西昌电力,0.11,-26.42,,3.94,,4123.07,-26.42,10派0.35,04-12,2017_4
888,603268,松发股份,0.52,18.18,,7.77,,4574.72,16.97,10派1.6转4,04-12,2017_4
889,300630,普利制药,0.86,13.16,,16.59,,9840.44,41.02,,04-12,2017_4
890,000407,胜利股份,0.07,-120.0,,2.9,,6230.25,-121.29,,04-12,2017_4
