code,name,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc,c_name
600790,轻纺城,0.352,5.7,5.68,5.75,5.68,5.68,4899290.0,0.46794,28010094.0,15.833,1.176,596786.3064,596786.3064,商业百货
600782,新钢股份,-1.178,5.87,5.96,5.96,5.83,5.94,31268735.0,1.12199,183826954.0,5.385,1.317,1871780.222552,1635908.076444,钢铁行业
600758,红阳能源,-0.533,5.6,5.61,5.69,5.59,5.63,5103659.0,0.7546,28752115.0,16.0,1.317,745589.0036,378751.20136,供水供气
600757,长江传媒,0.922,6.57,6.53,6.6,6.53,6.51,5547442.0,0.45715000000000006,36466258.0,12.882,1.2730000000000001,797368.229361,797267.596671,传媒娱乐
600755,厦门国贸,0.353,8.53,8.52,8.57,8.5,8.5,11677528.0,0.6429400000000001,99735323.0,9.374,1.303,1549280.456148,1549280.456148,物资外贸
600751,海航科技,0.0,6.49,0.0,0.0,0.0,6.49,0.0,0.0,0.0,23.179,1.411,1881670.221167,1669999.694748,
600748,上实发展,-0.696,5.71,5.77,5.8,5.67,5.75,3251105.0,0.23084000000000002,18615619.0,12.149,1.049,1053245.411332,804186.199085,房地产
600743,华远地产,-0.965,3.08,3.09,3.11,3.08,3.11,7938214.0,0.33836000000000005,24531733.0,8.8,0.987,722599.069192,722599.069192,房地产
600742,一汽富维,-1.177,15.11,15.29,15.32,15.09,15.29,2141201.0,0.50614,32503182.0,13.613,1.367,639223.7148,639223.7148,汽车制造
600739,辽宁成大,-0.703,16.94,17.05,17.16,16.91,17.06,2469987.0,0.16147,42040232.0,17.918,1.2850000000000001,2591328.428304,2591328.428304,物资外贸
600736,苏州高新,-1.513,6.51,6.6,6.6,6.5,6.61,2486414.0,0.21831,16263207.0,13.563,1.2650000000000001,777484.698732,741457.006605,开发区
600723,首商股份,-0.129,7.72,7.75,7.77,7.65,7.73,1425853.0,0.21667000000000003,10969343.0,14.27,1.328,508290.631688,508029.695688,商业百货
600720,祁连山,0.495,8.12,8.11,8.18,8.08,8.08,8201353.0,1.05665,66710280.0,10.969,1.215,630347.708984,630244.101844,水泥行业
600717,天津港,-0.217,9.2,9.23,9.26,9.19,9.22,2472628.0,0.14764000000000002,22810917.0,18.776,0.975,1540787.5904,1540787.5904,交通运输
600713,南京医药,-1.993,5.41,5.52,5.52,5.4,5.52,4573380.0,0.65939,24908010.0,20.262,1.498,563511.683004,375227.14788,商业百货
600708,光明地产,1.148,7.05,7.0,7.07,6.97,6.97,15961393.0,1.61407,112138187.0,6.208,1.108,1208606.84898,697167.652335,交通运输
600704,物产中大,-0.312,6.39,6.41,6.44,6.37,6.41,8219047.0,0.6144200000000001,52645817.0,13.891,1.487,2751970.064463,854787.363156,物资外贸
600694,大商股份,-1.95,35.7,36.58,36.68,35.61,36.41,1547843.0,0.52698,55613070.0,11.98,1.361,1048575.59121,1048575.59121,商业百货
600676,交运股份,-0.175,5.72,5.72,5.77,5.7,5.73,1865637.0,0.19392,10698170.0,13.302,1.03,588297.963968,550289.93162,汽车制造
600665,天地源,-0.5,3.98,3.98,4.02,3.98,4.0,2504500.0,0.28983000000000003,10022185.0,13.537,1.098,343920.763358,343920.763358,房地产
600658,电子城,-0.844,9.4,9.48,9.49,9.31,9.48,1729458.0,0.21646,16275012.0,14.688,1.164,751049.95892,751049.95892,开发区
600657,信达地产,-1.24,4.78,4.82,4.84,4.7,4.84,6398416.0,0.41977000000000003,30625930.0,7.242,0.749,728596.491276,728596.491276,房地产
600655,豫园股份,-0.196,10.18,10.29,10.34,10.1,10.2,5343092.0,0.37174,54551793.0,20.903,1.305,1463193.771568,1463193.771568,商业百货
600649,城投控股,0.268,7.48,7.48,7.53,7.45,7.46,4531984.0,0.18721000000000002,33946889.0,11.333,0.986,1892122.574232,1810752.582056,供水供气
600642,申能股份,-0.181,5.5,5.52,5.53,5.49,5.51,6539486.0,0.14366,36034391.0,14.398,0.975,2503621.0738,2503621.0738,电力行业
600628,新世界,-1.991,8.86,8.99,9.08,8.15,9.04,1982100.0,0.37272000000000005,17818661.0,12.841,1.283,573131.590224,471174.15322,商业百货
600611,大众交通,-0.637,4.68,4.7,4.71,4.67,4.71,3765150.0,0.24084000000000003,17653010.0,12.679,1.222,1106409.500352,731632.058352,交通运输
600606,绿地控股,-0.551,7.22,7.25,7.29,7.2,7.26,36593278.0,1.13525,265190552.0,9.757,1.371,8785407.46597,2327271.901048,房地产
600603,广汇物流,-0.974,7.12,7.15,7.19,7.07,7.19,2601387.0,0.95464,18576109.0,17.366,1.058,625758.873976,194019.065856,综合行业
600589,广东榕泰,-2.509,5.44,5.57,5.58,5.42,5.58,4500430.0,0.71767,24754369.0,28.632,1.236,383686.372064,341134.436928,塑料制品
600582,天地科技,-0.913,4.34,4.39,4.39,4.33,4.38,8563124.0,0.20691,37278316.0,19.035,1.195,1796147.579128,1796147.579128,机械行业
600581,八一钢铁,-1.856,4.76,4.83,4.85,4.72,4.85,36513504.0,2.38199,173981602.0,3.123,1.047,729659.38612,729659.38612,钢铁行业
600569,安阳钢铁,0.0,3.56,0.0,0.0,0.0,3.56,0.0,0.0,0.0,5.321,1.29,852151.678084,852151.678084,钢铁行业
600565,迪马股份,-0.84,3.54,3.56,3.59,3.53,3.57,8809200.0,0.37231000000000003,31368503.0,12.643,1.13,856829.488536,837602.686536,房地产
600551,时代出版,0.376,10.68,10.69,10.99,10.62,10.64,1253020.0,0.24772000000000002,13427395.0,17.995,1.123,540221.416128,540221.416128,传媒娱乐
600548,深高速,-0.229,8.72,8.71,8.8,8.7,8.74,1155176.0,0.0806,10117103.0,13.333,1.349,1901631.724272,1249811.724272,公路桥梁
600515,海航基础,0.0,11.16,0.0,0.0,0.0,11.16,0.0,0.0,0.0,21.878,1.354,4360873.18536,1850657.628456,商业百货
600510,黑牡丹,-0.469,6.36,6.38,6.39,6.33,6.39,1075000.0,0.13513,6827062.0,13.532,0.873,665952.4359,505952.4372,房地产
600509,天富能源,-0.755,5.26,5.3,5.32,5.26,5.3,1992500.0,0.22,10517588.0,27.684,0.921,605644.298942,476396.404236,电力行业
600508,上海能源,0.263,11.43,11.5,11.52,11.37,11.4,3516803.0,0.48661000000000004,40202762.0,15.875,0.884,826066.674,826066.674,煤炭行业
600502,安徽水利,0.163,6.14,6.15,6.22,6.11,6.13,6377820.0,0.8403600000000001,39330731.0,10.233,1.397,880660.339378,465990.195204,建筑建材
600500,中化国际,-0.779,7.64,7.66,7.75,7.57,7.7,9971990.0,0.47873000000000004,76130834.0,24.645,1.432,1591421.680644,1591421.680644,物资外贸
600483,福能股份,-2.771,7.72,7.91,7.95,7.7,7.94,3264734.0,0.25945,25509192.0,14.296,1.117,1198009.343128,971444.133356,电力行业
600449,宁夏建材,-0.524,9.49,9.55,9.62,9.42,9.54,3428046.0,0.71689,32659655.0,13.366,1.02,453793.808858,453793.808858,水泥行业
600403,大有能源,-1.57,4.39,4.42,4.48,4.38,4.46,2419800.0,0.10121000000000001,10724942.0,21.95,1.432,1049566.644478,1049566.644478,
600390,五矿资本,-0.834,9.51,9.56,9.59,9.5,9.59,2389518.0,0.46531000000000006,22796179.0,13.394,1.118,3564716.875782,488374.398348,有色金属
600383,金地集团,-0.177,11.31,11.32,11.39,11.27,11.33,11110548.0,0.2461,125961106.0,7.441,1.232,5105994.019932,5105994.019932,房地产
600382,广东明珠,-0.173,11.55,11.57,11.63,11.53,11.57,1698200.0,0.49692000000000003,19660876.0,16.268,1.04,539182.57701,394717.323,物资外贸
600376,首开股份,-0.891,8.9,8.94,9.0,8.89,8.98,2902936.0,0.11403,25938179.0,12.18,1.048,2295813.06538,2265770.87152,房地产
600368,五洲交通,-0.37,5.38,5.42,5.42,5.35,5.4,4295402.0,0.5151600000000001,23113597.0,12.2,1.308,448585.224216,448585.224216,公路桥梁
600356,恒丰纸业,-0.275,7.26,7.3,7.34,7.21,7.28,1202746.0,0.40262000000000003,8762646.0,22.0,1.037,216878.980428,216878.980428,造纸行业
600350,山东高速,-1.481,5.32,5.39,5.41,5.28,5.4,5286275.0,0.10988,28141409.0,9.673,0.9440000000000001,2559540.235924,2559540.235924,公路桥梁
600348,阳泉煤业,-0.828,7.19,7.23,7.32,7.13,7.25,26330506.0,1.09482,190271387.0,10.574,1.103,1729195.0,1729195.0,煤炭行业
600335,国机汽车,0.0,10.53,0.0,0.0,0.0,10.53,0.0,0.0,0.0,16.173,1.407,1084312.889361,1084312.889361,汽车制造
600327,大东方,0.0,7.24,7.24,7.3,7.22,7.24,1673042.0,0.29498,12148364.0,15.705,1.415,410628.442468,410628.442468,商业百货
600325,华发股份,-2.209,8.41,8.56,8.68,8.35,8.6,37247114.0,1.94583,317239975.0,10.922,1.454,1781501.330556,1609843.979556,房地产
600322,天房发展,-7.083,5.51,5.37,5.74,5.34,5.93,25550653.0,2.31081,138433970.0,27.927,1.367,609240.7,609240.7,房地产
600312,平高电气,-0.964,7.19,7.26,7.29,7.17,7.26,4630690.0,0.34126,33386173.0,15.472,1.106,975626.421171,975626.421171,发电设备
600308,华泰股份,-1.217,5.68,5.75,5.78,5.67,5.75,8101340.0,0.6938700000000001,46360643.0,9.844,0.906,663174.885992,663174.885992,造纸行业
600295,鄂尔多斯,2.285,11.19,11.02,11.35,10.97,10.94,11275001.0,1.84232,126115881.0,22.38,1.434,1154808.0,684828.0,服装鞋类
600291,西水股份,-0.064,15.53,15.51,15.82,15.41,15.54,7252596.0,0.7409,113096409.0,7.087,1.322,1697528.979034,1520217.451225,金融行业
600284,浦东建设,0.679,5.93,5.95,5.96,5.89,5.89,3110156.0,0.32055,18469517.0,11.068,0.751,575361.808,575361.808,建筑建材
600279,重庆港九,-1.045,5.68,5.72,5.78,5.66,5.74,4976137.0,0.7181000000000001,28423721.0,8.114,1.07,393600.468896,393600.468896,交通运输
600277,亿利洁能,-0.935,5.3,5.35,5.37,5.29,5.35,5740709.0,0.21469000000000002,30581078.0,26.5,1.001,1451638.27897,1417222.69505,化工行业
600269,赣粤高速,-0.432,4.61,4.64,4.64,4.61,4.63,3812300.0,0.16324000000000002,17623727.0,10.975999999999999,0.734,1076622.633454,1076622.633454,公路桥梁
600266,北京城建,-0.833,10.72,10.82,10.82,10.71,10.81,4984422.0,0.31808000000000003,53609813.0,11.527,0.87,1679866.88,1679866.88,房地产
600246,万通地产,0.487,4.13,4.11,4.13,4.1,4.11,933866.0,0.07675000000000001,3843691.0,23.818,1.22,848305.841726,502538.4,房地产
600231,凌钢股份,-0.542,3.67,3.7,3.7,3.65,3.69,9902595.0,0.6158300000000001,36376020.0,7.646,1.3900000000000001,924533.96971,590137.6148,钢铁行业
600221,海航控股,0.0,3.25,0.0,0.0,0.0,3.25,0.0,0.0,0.0,17.857,1.02,5461989.10725,5341700.8866,交通运输
600219,南山铝业,-0.322,3.1,3.11,3.12,3.09,3.11,26839750.0,0.37867,83360231.0,18.235,0.87,2867841.89745,2197267.87962,有色金属
600210,紫江企业,0.0,4.1,4.1,4.12,4.08,4.1,4283070.0,0.28239000000000003,17548787.0,11.202,1.437,621861.82478,621861.82478,印刷包装
600208,新湖中宝,-3.864,4.23,4.4,4.4,4.18,4.4,32897019.0,0.3826,141136916.0,10.846,1.098,3637522.315728,3637026.722583,房地产
600170,上海建工,-0.274,3.64,3.65,3.66,3.63,3.65,10652963.0,0.12552000000000002,38817655.0,13.0,1.335,3241200.772992,3089235.214156,建筑建材
600168,武汉控股,-0.923,7.51,7.58,7.6,7.46,7.58,3910700.0,0.5511400000000001,29508371.0,16.326,1.113,532886.838692,532886.838692,供水供气
600153,建发股份,0.178,11.23,11.21,11.4,11.19,11.21,9886464.0,0.3487,111566307.0,9.598,1.317,3183930.19519,3183930.19519,物资外贸
600126,杭钢股份,-0.94,6.32,6.37,6.42,6.29,6.38,3889900.0,0.41963000000000006,24682397.0,9.159,0.962,1641833.461792,585855.139992,钢铁行业
600123,兰花科创,-0.684,7.26,7.29,7.35,7.23,7.31,6611700.0,0.57876,48178048.0,10.611,0.862,829382.4,829382.4,煤炭行业
600122,宏图高科,-1.462,8.09,8.19,8.21,8.07,8.21,10208200.0,0.88153,82910213.0,15.351,1.094,936830.37315,936830.37315,商业百货
600121,郑州煤电,-1.639,4.2,4.28,4.29,4.18,4.27,4607602.0,0.45380000000000004,19481869.0,6.796,1.2429999999999999,426444.2133,426444.2133,
600120,浙江东方,-0.329,21.23,21.3,21.48,21.09,21.3,2821397.0,0.55817,60067808.0,19.3,1.4,1427943.015675,1073120.142842,物资外贸
600109,国金证券,0.0,8.44,8.41,8.53,8.41,8.44,15416168.0,0.50973,130544987.0,21.259,1.337,2552559.25764,2552559.25764,金融行业
600106,重庆路桥,-0.508,3.92,3.93,3.95,3.91,3.94,2541696.0,0.25455,9980362.0,14.0,1.091,391418.3504,391418.3504,公路桥梁
600101,明星电力,-0.858,8.09,8.16,8.17,8.09,8.16,964047.0,0.29738000000000003,7835603.0,26.967,1.245,262260.792393,262260.792393,电力行业
600098,广州发展,1.337,6.82,6.7,6.93,6.7,6.73,8226729.0,0.30177000000000004,56431894.0,27.401,1.154,1859266.052556,1859266.052556,电力行业
600094,大名城,-0.915,6.5,6.51,6.57,6.47,6.56,2619521.0,0.11506000000000001,17064722.0,11.396,1.3519999999999999,1608961.28705,1479793.2253,房地产
600089,特变电工,-0.369,8.09,8.1,8.16,8.06,8.12,9823332.0,0.26447000000000004,79638642.0,13.228,1.061,3005032.756301,3004879.046301,发电设备
600077,宋都股份,-2.26,3.46,3.54,3.56,3.45,3.54,7093037.0,0.5292800000000001,24734405.0,28.833,1.237,463682.324796,463682.324796,房地产
600075,新疆天业,-0.149,6.68,6.68,6.75,6.66,6.69,3780612.0,0.45418000000000003,25355792.0,12.145,1.445,649644.931136,556042.984904,化工行业
600068,葛洲坝,-0.873,7.95,8.01,8.03,7.93,8.02,24545338.0,0.5330400000000001,195704512.0,8.913,1.442,3660798.04254,3660798.04254,建筑建材
600067,冠城大通,-1.357,5.09,5.16,5.19,5.07,5.16,3298665.0,0.22107000000000002,16917717.0,12.725,1.051,759484.359025,759484.359025,房地产
600064,南京高科,0.704,14.31,14.26,14.42,14.22,14.21,2983025.0,0.38617,42759359.0,11.682,1.049,1105408.941705,1105408.941705,开发区
600061,国投资本,-0.884,12.33,12.45,12.57,12.26,12.44,3674503.0,0.09947,45592565.0,18.132,1.419,5212050.953391,4554889.062129,化纤行业
600060,海信电器,2.011,14.2,13.89,14.26,13.88,13.92,7526701.0,0.5752200000000001,106648491.0,19.722,1.315,1858043.33524,1858043.33524,家电行业
600057,象屿股份,1.006,9.04,8.9,9.12,8.86,8.95,11430971.0,0.79146,102983937.0,17.725,1.444,1317796.279288,1305634.844128,交通运输
600052,浙江广厦,0.0,3.73,0.0,0.0,0.0,3.73,0.0,0.0,0.0,16.955,1.367,325177.331316,325177.331316,房地产
600051,宁波联合,0.517,7.77,7.73,7.79,7.71,7.73,3263367.0,1.04972,25317445.0,4.981,1.016,241553.76,241553.76,综合行业
600039,四川路桥,-0.525,3.79,3.8,3.83,3.78,3.81,7154205.0,0.23692000000000002,27176973.0,11.457,1.043,1368389.16829,1144478.682688,建筑建材
600037,歌华有线,-0.327,12.19,12.26,12.35,12.17,12.23,4628271.0,0.39614000000000005,56794198.0,22.285,1.319,1696577.240596,1424221.119694,传媒娱乐
600035,楚天高速,-0.752,3.96,3.97,3.98,3.95,3.99,4071117.0,0.27297000000000005,16115246.0,11.647,1.109,685395.185508,590592.449304,公路桥梁
600033,福建高速,0.292,3.43,3.42,3.44,3.41,3.42,4603250.0,0.16773000000000002,15755102.0,14.345,1.061,941329.2,941329.2,公路桥梁
600028,中国石化,-1.517,7.14,7.23,7.23,7.09,7.25,163880107.0,0.1715,1170280230.0,16.919,1.159,86444843.687244,68228248.526844,石油行业
600026,中远海能,0.0,4.91,4.92,4.94,4.9,4.91,6149830.0,0.22477000000000003,30236388.0,11.207,0.719,1979728.134751,1343392.134751,交通运输
