code,name,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc,c_name
601800,中国交建,-0.15,13.27,13.27,13.36,13.22,13.29,6623927.0,0.056389999999999996,88156478.0,10.967,1.3259999999999998,21463873.908975,15588581.408975,建筑建材
601789,宁波建工,-1.2819999999999998,3.85,3.9,3.91,3.85,3.9,2604600.0,0.26684,10113475.0,19.230999999999998,1.494,375790.8,375790.8,建筑建材
601788,光大证券,-0.716,12.48,12.56,12.68,12.47,12.57,5482626.0,0.14034000000000002,69062560.0,19.077,1.185,5754262.973472,4875560.151072,金融行业
601718,际华集团,-0.368,5.42,5.44,5.48,5.4,5.44,6792557.0,0.17611000000000002,36948931.0,16.938,1.284,2380263.136968,2090494.0,服装鞋类
601688,华泰证券,-1.325,17.87,18.08,18.25,17.84,18.11,24478253.0,0.4496600000000001,442849020.0,13.798,1.466,12799867.8456,9727933.21544,金融行业
601677,明泰铝业,-1.6869999999999998,12.82,12.9,13.01,12.8,13.04,2009143.0,0.40451,25885817.0,17.562,1.4169999999999998,756359.91747,636747.70856,有色金属
601669,中国电建,-1.0590000000000002,6.54,6.62,6.63,6.54,6.61,5629140.0,0.05864000000000001,37003566.0,13.874,1.402,10005568.905696,6278400.0,建筑建材
601668,中国建筑,-0.46,8.66,8.76,8.78,8.65,8.7,75209160.0,0.25296,654890224.0,8.093,1.314,25980000.0,25747655.072522,建筑建材
601666,平煤股份,-1.9269999999999998,5.09,5.16,5.18,5.08,5.19,15985168.0,0.677,81938457.0,15.956,0.977,1201832.975838,1201832.975838,煤炭行业
601618,中国中冶,-0.777,3.83,3.85,3.86,3.82,3.86,11148662.0,0.06245000000000001,42715461.0,14.731,1.228,7937146.14211,6837553.142109999,建筑建材
601588,北辰实业,-1.415,4.18,4.23,4.24,4.18,4.24,5290000.0,0.19887,22252321.0,12.294,1.117,1407414.36,1111880.0,房地产
601518,吉林高速,-0.608,3.27,3.27,3.29,3.26,3.29,2163077.0,0.1783,7071142.0,13.625,1.371,396716.4,396716.4,公路桥梁
601398,工商银行,-2.244,6.1,6.22,6.23,6.09,6.24,152159675.0,0.05644,936455567.0,7.721999999999999,1.065,217407816.82428998,164463449.64879,金融行业
601390,中国中铁,-0.133,7.49,7.5,7.54,7.48,7.5,9496157.0,0.05181,71268930.0,11.196,1.193,17110381.855707,13727695.395015,建筑建材
601377,兴业证券,-0.889,6.69,6.76,6.8,6.69,6.75,11895159.0,0.17945000000000005,80359233.0,19.476,1.34,4480073.349905999,4434581.187339,金融行业
601339,百隆东方,-0.583,5.12,5.15,5.15,5.11,5.15,1153738.0,0.07692,5916918.0,12.8,1.068,768000.0,768000.0,纺织行业
601328,交通银行,-0.955,6.22,6.26,6.31,6.21,6.28,60141397.0,0.15322000000000002,376540585.0,6.835,0.7559999999999999,46191415.97319,24414037.41733,金融行业
601288,农业银行,-2.005,3.91,3.98,3.99,3.9,3.99,230381616.0,0.07835,907357578.0,6.7410000000000005,0.942,126994499.74700001,114975619.91646,金融行业
601229,上海银行,-1.198,14.84,14.99,15.0,14.82,15.02,18075581.0,0.4876200000000001,269465527.0,5.686,0.9329999999999999,11583784.94,5501032.117672,
601218,吉鑫科技,-0.615,3.23,3.24,3.25,3.22,3.25,2908020.0,0.29322000000000004,9399962.0,27.28,1.248,320338.48,320338.48,机械行业
601211,国泰君安,-0.341,17.51,17.56,17.74,17.47,17.57,9822079.0,0.20754000000000006,173194224.0,15.775,1.239,15258108.125785,8286950.844835001,
601188,龙江交通,-0.254,3.93,3.95,3.97,3.92,3.94,1485090.0,0.11286000000000003,5858401.0,17.887999999999998,1.3090000000000002,517140.278403,517140.278403,公路桥梁
601186,中国铁建,-0.598,9.98,10.01,10.06,9.95,10.04,9028643.0,0.07849,90161069.0,8.603,0.996,13552382.417000001,11480239.009000001,建筑建材
601179,中国西电,-0.985,4.02,4.06,4.06,4.02,4.06,2427100.0,0.04735,9795322.0,22.971,1.0659999999999998,2060604.7055040002,2060604.7055040002,发电设备
601169,北京银行,-0.716,6.93,7.0,7.0,6.92,6.98,14365936.0,0.07873000000000001,99894871.0,5.974,0.8300000000000001,14652088.100496,12645871.499646,金融行业
601166,兴业银行,-1.195,16.53,16.74,16.75,16.52,16.73,35158034.0,0.18453000000000006,584291777.0,5.968,0.898,34339737.31140301,31493512.649403002,金融行业
601128,常熟银行,-0.9890000000000001,7.01,7.05,7.08,7.0,7.08,5535800.0,0.55525,38970525.0,12.298,1.4880000000000002,1558132.306269,698895.401019,
601126,四方股份,-1.149,6.88,6.95,6.95,6.85,6.96,1888528.0,0.23224000000000006,13025227.0,23.724,1.4169999999999998,559462.336,559462.336,发电设备
601117,中国化学,-0.7959999999999999,7.48,7.5,7.58,7.48,7.54,14536550.0,0.29468,109470545.0,20.778000000000002,1.307,3689884.0,3689884.0,建筑建材
601107,四川成渝,-0.512,3.89,3.9,3.91,3.88,3.91,1563300.0,0.07228000000000001,6085402.0,13.390999999999998,0.856,1189585.34,841305.86,公路桥梁
601088,中国神华,-1.431,20.67,21.0,21.05,20.65,20.97,14751611.0,0.08945,306381536.0,9.13,1.3630000000000002,41111845.480485,34086975.452984996,煤炭行业
601058,赛轮金宇,-1.712,2.87,2.91,2.93,2.87,2.92,7867460.0,0.34297000000000005,22808329.0,17.938,1.444,775319.227501,658359.980418,汽车制造
601009,南京银行,-2.647,8.46,8.64,8.64,8.45,8.69,31428508.0,0.38947,268507771.0,6.361000000000001,1.0859999999999999,7175947.903704,6826799.716506,金融行业
601006,大秦铁路,-1.942,8.08,8.23,8.25,8.08,8.24,37850829.0,0.2546,308404317.0,16.833,1.2329999999999999,12012367.524728,12012367.524728,交通运输
600997,开滦股份,-1.318,5.24,5.29,5.29,5.22,5.31,4753710.0,0.38503,24953777.0,15.879000000000001,0.894,832007.121924,646951.36,煤炭行业
600983,惠而浦,-0.8029999999999999,6.18,6.2,6.24,6.14,6.23,1809900.0,0.3397,11193693.0,12.612,1.204,473659.302,329270.4,家电行业
600982,宁波热电,-1.285,3.84,3.88,3.88,3.83,3.89,1249800.0,0.16732000000000002,4827147.0,29.883000000000003,1.144,286821.12,286821.12,供水供气
600981,汇鸿集团,-1.964,5.49,5.58,5.58,5.49,5.6,2802400.0,1.15871,15478151.0,18.3,1.4869999999999999,1231095.822408,132778.191321,物资外贸
600979,广安爱众,-0.8370000000000001,4.74,4.77,4.78,4.74,4.78,987200.0,0.13751000000000002,4699039.0,19.339000000000002,1.31,449300.877204,340280.877204,电力行业
600978,宜华生活,-0.888,7.81,7.88,7.9,7.8,7.88,2933415.0,0.19782,23036207.0,16.271,1.454,1158121.473124,1158121.473124,家具行业
600971,恒源煤电,-1.546,8.28,8.4,8.4,8.26,8.41,8163570.0,0.81635,67968436.0,7.527,1.197,828003.36996,828003.36996,煤炭行业
600969,郴电国际,-0.29,10.3,10.29,10.39,10.25,10.33,1083275.0,0.40983,11172424.0,27.17,0.8260000000000001,272251.42721999995,272251.42721999995,电力行业
600966,博汇纸业,-1.795,5.47,5.57,5.59,5.47,5.57,9613000.0,0.7458,53150383.0,8.542,1.472,731253.825536,705057.6323279999,造纸行业
600963,岳阳林纸,-1.236,6.39,6.45,6.55,6.36,6.47,15705550.0,1.50558,100815181.0,22.820999999999998,1.137,893151.481572,666578.695572,造纸行业
600926,杭州银行,-0.7859999999999999,11.36,11.41,11.46,11.36,11.45,6340022.0,0.4325500000000001,72267595.0,6.7620000000000005,1.0090000000000001,4162791.2076800005,1665068.834688,
600919,江苏银行,-1.2209999999999999,7.28,7.35,7.36,7.27,7.37,17333680.0,0.2926,126915579.0,7.428999999999999,0.947,8404359.6,4312655.871888,
600908,无锡银行,-1.6669999999999998,7.08,7.15,7.18,7.08,7.2,6011469.0,0.7473900000000001,42864192.0,13.110999999999999,1.414,1308465.288312,569466.077544,
600894,广日股份,-0.815,8.52,8.52,8.57,8.51,8.59,1705184.0,0.19829,14554412.0,6.859,1.0759999999999998,732674.75454,732674.75454,交通运输
600891,秋林集团,2.765,6.69,6.47,6.77,6.42,6.51,7616051.0,1.9830599999999998,50253829.0,20.273,1.382,413164.902207,256932.829119,商业百货
600839,四川长虹,-1.307,3.02,3.06,3.06,3.02,3.06,14167392.0,0.30703,43102339.0,25.125,1.101,1394105.755044,1393515.7461,家电行业
600837,海通证券,-0.596,11.68,11.78,11.84,11.67,11.75,17866882.0,0.22079,210279376.0,15.573,1.141,13433985.6,9451609.21824,金融行业
600827,百联股份,-1.005,10.84,10.9,10.93,10.83,10.95,3542714.0,0.22963000000000006,38507724.0,21.255,1.1520000000000001,1934038.238828,1672370.86962,商业百货
600823,世茂股份,-0.7809999999999999,5.08,5.09,5.14,5.08,5.12,10780856.0,0.2874,55031429.0,8.61,0.8759999999999999,1905593.476588,1905593.476588,房地产
600820,隧道股份,-0.83,7.17,7.2,7.21,7.16,7.23,4300885.0,0.13679000000000002,30901487.0,13.527999999999999,1.217,2254316.899398,2254316.899398,建筑建材
600811,东方集团,-0.897,4.42,4.45,4.46,4.42,4.46,4695600.0,0.14344,20852320.0,13.693,0.8290000000000001,1641842.646808,1446875.206998,综合行业
600808,马钢股份,-1.389,3.55,3.6,3.6,3.54,3.6,24472169.0,0.4100700000000001,87218421.0,6.621,1.144,2733741.8210299998,2118551.67103,钢铁行业
600795,国电电力,-0.34,2.93,2.94,2.95,2.93,2.94,17245300.0,0.08776,50674453.0,12.629000000000001,1.16,5757566.568585,5757566.568585,电力行业
600790,轻纺城,-0.525,5.68,5.71,5.73,5.66,5.71,2914500.0,0.27837,16615177.0,15.777999999999999,1.209,594692.3193600001,594692.3193600001,商业百货
600782,新钢股份,-0.995,5.97,5.97,6.06,5.94,6.03,25364024.0,0.91012,152267210.0,5.477,1.426,1903667.449512,1663777.038564,钢铁行业
600757,长江传媒,-3.409,6.8,6.95,7.03,6.8,7.04,17869624.0,1.4725700000000002,123621997.0,13.333,1.356,825282.1856399999,825178.03004,传媒娱乐
600748,上实发展,-1.307,6.04,6.11,6.16,6.02,6.12,2701320.0,0.1918,16440332.0,12.851,1.117,1114115.986768,850662.8095399999,房地产
600743,华远地产,-2.041,3.36,3.42,3.43,3.36,3.43,8798523.0,0.37503,29851066.0,9.6,1.077,788289.8936640001,788289.8936640001,房地产
600742,一汽富维,-0.126,15.86,15.76,15.95,15.76,15.88,1689517.0,0.3993700000000001,26807270.0,14.288,1.472,670952.2248,670952.2248,汽车制造
600739,辽宁成大,0.11199999999999999,17.82,17.73,17.9,17.7,17.8,4411143.0,0.32323,78708122.0,28.76,1.36,2725942.892112,2431912.892112,物资外贸
600736,苏州高新,0.0,6.84,6.77,6.88,6.77,6.84,2835301.0,0.24894,19376326.0,14.25,1.36,816896.365488,779042.38482,开发区
600723,首商股份,-0.75,7.94,7.99,8.01,7.92,8.0,888907.0,0.13508,7078467.0,14.677,1.399,522775.59787600004,522507.225876,商业百货
600720,祁连山,-2.577,9.83,10.03,10.04,9.77,10.09,25564231.0,3.2936699999999997,253088508.0,13.277999999999999,1.429,763093.347206,762967.921321,水泥行业
600717,天津港,-1.242,9.54,9.65,9.66,9.54,9.66,3460723.0,0.20664,33224620.0,19.469,1.0190000000000001,1597729.74048,1597729.74048,交通运输
600708,光明地产,-1.479,6.66,6.73,6.75,6.66,6.76,5367020.0,0.54273,35948405.0,8.687000000000001,1.238,1141747.746696,658600.931142,交通运输
600694,大商股份,-0.892,34.43,34.61,34.82,34.4,34.74,534900.0,0.18211,18511495.0,14.405999999999999,1.411,1011273.3222790001,1011273.3222790001,商业百货
600676,交运股份,-2.412,6.07,6.2,6.2,6.07,6.22,5322800.0,0.55328,32656508.0,14.116,1.109,624295.217008,583961.518345,汽车制造
600665,天地源,-1.489,3.97,4.02,4.02,3.97,4.03,2482467.0,0.28728000000000004,9913266.0,13.503,1.126,343056.640837,343056.640837,房地产
600658,电子城,-2.923,9.3,9.58,9.58,9.25,9.58,2027710.0,0.25378,19196107.0,14.530999999999999,1.169,743060.06574,743060.06574,开发区
600657,信达地产,-1.705,5.19,5.26,5.28,5.18,5.28,6932400.0,0.4548,36213902.0,7.864,0.8029999999999999,791091.169398,791091.169398,房地产
600655,豫园股份,-0.29100000000000004,10.28,10.25,10.32,10.18,10.31,4051737.0,0.28189000000000003,41578884.0,21.109,1.3330000000000002,1477566.991328,1477566.991328,商业百货
600649,城投控股,-1.385,7.83,7.98,7.98,7.83,7.94,4181640.0,0.17274,32982967.0,11.864,1.038,1980657.721422,1895480.309826,供水供气
600642,申能股份,-0.877,5.65,5.7,5.71,5.64,5.7,5382300.0,0.11824,30585822.0,10.444,1.011,2571901.64854,2571901.64854,电力行业
600628,新世界,-0.431,9.23,9.26,9.27,9.22,9.27,1056543.0,0.19867,9763621.0,20.511,1.382,597065.979432,490850.72621000005,商业百货
600611,大众交通,-1.018,4.86,4.9,4.92,4.86,4.91,4692646.0,0.30017000000000005,22912355.0,13.167,1.24,1148963.711904,759771.752904,交通运输
600603,广汇物流,-0.708,7.01,7.05,7.08,6.98,7.06,2050524.0,0.7524900000000001,14446054.0,9.873,1.091,616091.2509229999,191021.580288,综合行业
600582,天地科技,-0.45799999999999996,4.35,4.36,4.42,4.35,4.37,6787140.0,0.16399999999999998,29767656.0,19.079,1.203,1800286.16802,1800286.16802,机械行业
600578,京能电力,0.0,3.4,3.4,3.42,3.38,3.4,1543600.0,0.02893,5238791.0,12.142999999999999,1.037,2293889.71538,1813908.2630200002,电力行业
600569,安阳钢铁,-1.511,3.91,3.96,3.96,3.9,3.97,19322710.0,0.8072400000000001,75952623.0,5.845,1.45,935930.635199,935930.635199,钢铁行业
600565,迪马股份,-1.2819999999999998,3.85,3.87,3.9,3.85,3.9,11923511.0,0.50393,46168460.0,13.75,1.247,931862.5793399999,910952.0743399999,房地产
600551,时代出版,-0.9329999999999999,11.68,11.78,11.83,11.67,11.79,1364800.0,0.26982,16047073.0,14.675,1.1740000000000002,590803.945728,590803.945728,传媒娱乐
600548,深高速,-0.48200000000000004,8.26,8.3,8.31,8.25,8.3,402460.0,0.02808,3329292.0,12.63,1.3230000000000002,1801316.2892759999,1183881.289276,公路桥梁
600537,亿晶光电,-1.663,4.14,4.18,4.18,4.1,4.21,2660100.0,0.22613000000000005,11066356.0,13.355,1.35,487012.73695200006,487012.73695200006,电子器件
600533,栖霞建设,0.0,4.44,4.43,4.46,4.39,4.44,2834000.0,0.26990000000000003,12525605.0,23.858,1.181,466200.0,466200.0,房地产
600515,海航基础,0.0,11.16,0.0,0.0,0.0,11.16,0.0,0.0,0.0,18.295,1.355,4360873.18536,1850657.6284560002,商业百货
600510,黑牡丹,0.0,6.42,6.38,6.47,6.38,6.42,1136300.0,0.14284000000000002,7304223.0,18.343,0.912,672235.00605,510725.5734,房地产
600509,天富能源,-1.4980000000000002,5.92,6.0,6.0,5.92,6.01,1861200.0,0.2055,11079810.0,16.914,1.085,681637.6900640001,536172.378912,电力行业
600508,上海能源,-1.02,10.67,10.78,10.78,10.65,10.78,1639781.0,0.22689,17530820.0,14.819,0.862,771140.1059999999,771140.1059999999,煤炭行业
600502,安徽水利,-1.5290000000000001,6.44,6.53,6.53,6.44,6.54,4353687.0,0.57365,28214315.0,10.732999999999999,1.4769999999999999,923689.3461879999,488758.44578400004,建筑建材
600483,福能股份,0.374,8.06,8.05,8.14,7.96,8.03,3186468.0,0.25323,25657119.0,14.925999999999998,1.19,1250771.412644,1014227.9423379999,电力行业
600449,宁夏建材,-2.371,11.12,11.35,11.38,11.1,11.39,4389141.0,0.9178799999999999,49331164.0,15.662,1.173,531737.318704,531737.318704,水泥行业
600390,五矿资本,2.059,10.41,10.2,10.86,10.12,10.2,10187005.0,1.98369,107200433.0,3.017,1.258,3902071.7851620005,534592.795668,有色金属
600383,金地集团,-1.375,11.48,11.59,11.61,11.47,11.64,13372939.0,0.29622000000000004,154206965.0,8.2,1.4080000000000001,5182741.940656,5182741.940656,房地产
600382,广东明珠,-1.167,11.86,11.99,11.99,11.84,12.0,1547179.0,0.45273,18440988.0,16.704,1.0859999999999999,553654.144012,405311.4676,物资外贸
600376,首开股份,-0.706,8.44,8.48,8.52,8.44,8.5,1847041.0,0.07255,15673154.0,14.569,1.057,2177153.064248,2148663.612992,房地产
600368,五洲交通,-0.94,5.27,5.3,5.32,5.27,5.32,2486900.0,0.29825999999999997,13161520.0,11.95,1.3430000000000002,439413.40736400004,439413.40736400004,公路桥梁
600356,恒丰纸业,-1.599,8.0,8.08,8.12,7.98,8.13,1632300.0,0.5464100000000001,13136830.0,25.0,1.166,238985.1024,238985.1024,造纸行业
600350,山东高速,-0.716,5.55,5.6,5.61,5.55,5.59,2935300.0,0.06101,16368963.0,10.091000000000001,1.004,2670197.0506349998,2670197.0506349998,公路桥梁
600339,中油工程,-0.47700000000000004,4.17,4.2,4.23,4.16,4.19,14954185.0,0.96343,62717928.0,14.93,1.0190000000000001,2328172.495407,647259.336054,化工行业
600335,国机汽车,0.0,10.53,0.0,0.0,0.0,10.53,0.0,0.0,0.0,16.173,1.449,1084312.8893610002,1084312.8893610002,汽车制造
600327,大东方,-1.7269999999999999,6.83,6.93,6.95,6.83,6.95,1914100.0,0.33748,13206774.0,17.974,1.334,387374.62183099997,387374.62183099997,商业百货
600325,华发股份,-3.0810000000000004,7.55,7.79,7.79,7.55,7.79,24339020.0,1.2715,186418347.0,9.805,1.3459999999999999,1599326.40258,1445222.5975799998,房地产
600312,平高电气,-0.799,8.69,8.69,8.77,8.57,8.76,5348001.0,0.39413,46337965.0,18.7,1.3319999999999999,1179164.6175209999,1179164.6175209999,发电设备
600308,华泰股份,-1.8430000000000002,5.86,5.94,5.94,5.86,5.97,14896041.0,1.27583,87871806.0,10.156,0.958,684190.991534,684190.991534,造纸行业
600284,浦东建设,-0.446,8.93,8.92,9.01,8.92,8.97,2193400.0,0.31649000000000005,19657504.0,16.667,1.12,618884.72,618884.72,建筑建材
600279,重庆港九,-0.495,6.03,6.03,6.09,6.02,6.06,2857000.0,0.4122900000000001,17302699.0,8.613999999999999,1.143,417854.018916,417854.018916,交通运输
600269,赣粤高速,-0.629,4.74,4.77,4.78,4.73,4.77,6032400.0,0.25830000000000003,28669689.0,11.286,0.757,1106982.924636,1106982.924636,公路桥梁
600266,北京城建,1.055,11.49,11.45,11.7,11.4,11.37,11108105.0,0.70886,128427889.0,12.355,0.937,1800528.96,1800528.96,房地产
600239,云南城投,-1.364,4.34,4.36,4.39,4.33,4.4,2934578.0,0.18275999999999998,12780571.0,27.125,1.4580000000000002,696868.118506,696868.118506,房地产
600221,海航控股,0.0,3.25,0.0,0.0,0.0,3.25,0.0,0.0,0.0,17.857,1.042,5461989.10725,5341700.8866,交通运输
600219,南山铝业,-1.235,3.2,3.23,3.23,3.2,3.24,28690685.0,0.40478,92048140.0,18.824,0.904,2960352.9264,2268147.48864,有色金属
600208,新湖中宝,1.325,4.59,4.51,4.62,4.48,4.53,32678764.0,0.38006999999999996,149084327.0,6.955,1.272,3947098.683024,3946560.911739,房地产
600188,兖州煤业,-0.7390000000000001,13.44,13.5,13.69,13.4,13.54,17276853.0,0.5837,233412837.0,9.75,1.445,6601749.504,3978064.608,煤炭行业
600185,格力地产,-1.105,5.37,5.43,5.46,5.35,5.43,6514561.0,0.31622,35149419.0,16.273,1.489,1106279.828244,1106279.828244,房地产
600177,雅戈尔,-1.774,8.86,8.96,9.01,8.86,9.02,9301661.0,0.25972,82944871.0,5.867999999999999,1.34,3173162.354758,3173162.354758,服装鞋类
600170,上海建工,-1.075,3.68,3.71,3.71,3.67,3.72,11804007.0,0.13908,43594740.0,13.142999999999999,1.364,3276818.3639040003,3123182.8538720002,建筑建材
600168,武汉控股,-0.649,7.66,7.68,7.71,7.65,7.71,1267800.0,0.17867000000000002,9742621.0,16.652,1.13,543530.384072,543530.384072,供水供气
600162,香江控股,-0.319,3.12,3.13,3.17,3.11,3.13,8795600.0,0.37174,27569940.0,12.782,1.392,1061009.4842879998,738208.2801600001,房地产
600159,大龙地产,-1.466,3.36,3.39,3.4,3.36,3.41,1915802.0,0.23082000000000005,6468436.0,28.0,1.294,278881.085952,278881.085952,房地产
600153,建发股份,-1.754,11.2,11.4,11.4,11.18,11.4,6145600.0,0.21675999999999998,69339005.0,11.089,1.449,3175424.5936,3175424.5936,物资外贸
600141,兴发集团,-2.516,15.11,15.46,15.46,15.09,15.5,5397772.0,1.078,82319818.0,28.796999999999997,1.483,915641.858753,756589.228526,化工行业
600126,杭钢股份,-1.8019999999999998,6.54,6.62,6.67,6.52,6.66,4123541.0,0.4448300000000001,27144185.0,20.438,1.065,1698985.892424,606248.831574,钢铁行业
600122,宏图高科,-0.804,8.64,8.73,8.73,8.61,8.71,5740601.0,0.4957300000000001,49689706.0,16.395,1.18,1000520.9424,1000520.9424,商业百货
600120,浙江东方,1.655,21.5,21.01,21.85,21.0,21.15,5779186.0,1.14332,124998788.0,19.545,1.442,1446103.38375,1086767.9261,物资外贸
600109,国金证券,-0.33899999999999997,8.82,8.88,9.01,8.81,8.85,21516992.0,0.7114600000000001,191695200.0,22.217,1.416,2667484.9114200003,2667484.9114200003,金融行业
600106,重庆路桥,-0.998,3.97,4.0,4.0,3.97,4.01,2589800.0,0.25936000000000003,10325999.0,14.179,1.107,396410.9314,396410.9314,公路桥梁
600101,明星电力,-0.835,8.31,8.35,8.38,8.3,8.38,1162500.0,0.35860000000000003,9688693.0,27.7,1.295,269392.729887,269392.729887,电力行业
600100,同方股份,-0.485,10.26,10.26,10.35,10.25,10.31,11504422.0,0.3881500000000001,118521949.0,7.068,1.456,3040960.323726,3040960.323726,电子信息
600098,广州发展,-0.65,6.11,6.16,6.17,6.09,6.15,1727656.0,0.06337000000000001,10582031.0,24.898000000000003,1.045,1665706.0969379998,1665706.0969379998,电力行业
600094,大名城,0.142,7.06,7.05,7.1,7.01,7.05,2540871.0,0.11161,17950988.0,12.377,1.4769999999999999,1747579.4902419997,1607283.103172,房地产
600089,特变电工,-0.914,8.67,8.73,8.76,8.66,8.75,8780167.0,0.23639,76393410.0,12.777999999999999,1.172,3220473.9180630003,3220309.1880630003,发电设备
600077,宋都股份,1.765,3.46,3.4,3.52,3.38,3.4,7362504.0,0.5493899999999999,25519484.0,28.833000000000002,1.243,463682.32479600003,463682.32479600003,房地产
600067,冠城大通,-0.688,5.77,5.83,5.83,5.75,5.81,2798391.0,0.18755,16174802.0,14.425,1.188,860947.888325,860947.888325,房地产
600064,南京高科,-0.705,14.08,14.15,14.21,14.06,14.18,1645571.0,0.21303,23286724.0,11.494000000000002,1.075,1087642.06144,1087642.06144,开发区
600061,国投资本,0.0,12.29,12.3,12.41,12.24,12.29,2546616.0,0.06894,31431589.0,18.074,1.43,5195142.434483,4540112.455277,化纤行业
600060,海信电器,-1.4340000000000002,15.12,15.35,15.36,15.09,15.34,6857390.0,0.52407,104001437.0,21.0,1.452,1978423.607664,1978423.607664,家电行业
600057,象屿股份,-0.9740000000000001,8.13,8.2,8.22,8.09,8.21,3298662.0,0.22839,26930635.0,22.583000000000002,1.359,1185142.007811,1174204.787916,交通运输
600052,浙江广厦,0.0,3.73,0.0,0.0,0.0,3.73,0.0,0.0,0.0,16.955,1.4080000000000001,325177.33131599997,325177.33131599997,房地产
600051,宁波联合,0.0,9.75,0.0,0.0,0.0,9.75,0.0,0.0,0.0,19.898,1.423,303108.0,303108.0,综合行业
600039,四川路桥,-0.809,3.68,3.7,3.71,3.67,3.71,5275200.0,0.17469,19447998.0,10.639000000000001,1.084,1328673.38768,1111261.6232959998,建筑建材
600037,歌华有线,-1.04,12.37,12.5,12.54,12.35,12.5,3754613.0,0.32136000000000003,46589806.0,23.738000000000003,1.349,1721629.2425080002,1445251.456162,传媒娱乐
600035,楚天高速,-0.23800000000000002,4.19,4.19,4.23,4.18,4.2,1535502.0,0.10296,6459659.0,15.519,1.225,725203.491737,624894.536006,公路桥梁
600033,福建高速,-0.28800000000000003,3.46,3.48,3.48,3.45,3.47,2009200.0,0.07321000000000001,6969329.0,14.145999999999999,1.101,949562.4,949562.4,公路桥梁
600028,中国石化,0.145,6.9,6.94,6.99,6.84,6.89,131328058.0,0.13743000000000002,908268587.0,16.351,1.149,83539134.65574001,65934862.021740004,石油行业
600026,中远海能,-0.364,5.47,5.49,5.51,5.45,5.49,2730738.0,0.09981,14957248.0,12.485999999999999,0.79,2205521.9749669996,1496609.974967,交通运输
600023,浙能电力,0.0,5.48,5.46,5.48,5.44,5.48,6590740.0,0.04846,36000972.0,17.125,1.226,7453178.113424,7453178.113424,电力行业
600022,山东钢铁,0.0,2.02,0.0,0.0,0.0,2.02,0.0,0.0,0.0,11.49,1.2229999999999999,2211203.022432,2159099.847614,钢铁行业
600020,中原高速,-0.64,4.66,4.67,4.69,4.65,4.69,3031000.0,0.13487000000000002,14152887.0,22.296999999999997,1.0859999999999999,1047275.2737120001,1047275.2737120001,公路桥梁
600019,宝钢股份,-0.797,8.71,8.81,8.81,8.69,8.78,28669243.0,0.12979000000000002,250442933.0,10.128,1.18,19395354.073875,19240151.541975,钢铁行业
